order_item_id,order_id,order_date,customer_id,product_id,channel_id,quantity,unit_price,discount_pct,revenue,cost,profit,delivery_days,returned,rating
79,500035,2025-02-03,101675,2041,21,2,65.59,0.0,131.18,76.02,55.16,2,0,4.9
80,500036,2025-01-08,100481,2037,17,3,26.21,0.05,78.63,38.76,39.87,4,0,4.6
81,500036,2025-01-08,100481,2023,17,2,136.93,0.15,273.86,213.33,60.53,4,0,4.5
82,500037,2024-11-10,101794,2047,17,2,48.23,0.08,96.46,51.7,44.76,5,0,4.2
83,500038,2024-03-12,100806,2043,13,3,19.62,0.0,58.86,29.03,29.83,3,0,4.5
84,500038,2024-03-12,100806,2003,13,2,42.44,0.0,84.88,37.21,47.67,4,0,4.4
85,500039,2025-10-25,100625,2025,10,2,86.78,0.0,173.56,130.12,43.44,3,0,3.6
86,500040,2024-11-16,100602,2050,12,3,31.54,0.0,94.62,63.35,31.27,4,0,3.4
87,500041,2025-01-06,100019,2002,10,2,89.24,0.0,178.48,94.36,84.12,3,0,4.4
88,500041,2025-01-06,100019,2042,10,3,61.29,0.0,183.87,100.74,83.13,3,1,3.2
89,500041,2025-01-06,100019,2047,10,2,48.85,0.0,97.7,54.21,43.49,5,0,4.2
90,500042,2024-11-14,101347,2037,18,2,24.92,0.05,49.84,25.34,24.5,3,0,4.2
91,500043,2025-01-27,101154,2055,16,2,57.57,0.0,115.14,71.89,43.25,3,0,3.9
92,500044,2025-05-27,101268,2020,19,3,45.79,0.0,137.37,72.93,64.44,4,0,3.9
93,500045,2025-08-26,101303,2038,11,3,62.8,0.0,188.4,132.26,56.14,4,0,4.1
94,500045,2025-08-26,101303,2000,11,1,126.51,0.0,126.51,87.77,38.74,6,0,3.3
95,500046,2025-03-10,100054,2022,20,3,167.6,0.0,502.8,337.28,165.52,1,0,5.0
96,500047,2024-05-11,101755,2009,18,1,15.54,0.0,15.54,8.55,6.99,6,0,2.6
97,500047,2024-05-11,101755,2040,18,2,59.15,0.0,118.3,63.31,54.99,4,0,3.0
98,500048,2025-11-22,101022,2048,20,3,88.54,0.0,265.62,152.46,113.16,7,0,4.6
99,500049,2024-08-12,101382,2008,17,2,72.29,0.0,144.58,105.31,39.27,2,0,3.9
100,500050,2024-01-13,100072,2011,14,2,111.36,0.1,222.72,171.6,51.12,4,0,4.2
101,500051,2024-01-31,101522,2016,17,2,44.26,0.05,88.52,56.14,32.38,4,0,4.7
102,500051,2024-01-31,101522,2035,17,3,18.7,0.0,56.1,28.4,27.7,4,0,4.5
103,500052,2025-09-03,101354,2025,17,1,66.47,0.18,66.47,49.48,16.99,8,0,4.3
104,500052,2025-09-03,101354,2050,17,2,33.4,0.03,66.8,37.66,29.14,4,0,4.8
105,500052,2025-09-03,101354,2020,17,2,39.06,0.13,78.12,43.22,34.9,3,0,3.8
106,500053,2024-11-01,100736,2007,12,3,26.36,0.0,79.08,36.08,43.0,2,0,4.1
107,500053,2024-11-01,100736,2054,12,3,73.13,0.0,219.39,139.48,79.91,5,0,3.8
108,500054,2024-01-18,101871,2048,11,3,85.5,0.0,256.5,138.31,118.19,6,0,3.8
109,500054,2024-01-18,101871,2005,11,1,67.58,0.0,67.58,37.18,30.4,1,0,5.0
110,500055,2025-10-03,101301,2021,17,3,26.82,0.1,80.46,38.18,42.28,6,0,3.9
111,500056,2024-08-28,101814,2050,11,1,35.06,0.0,35.06,20.25,14.81,1,0,4.4
112,500057,2026-02-11,101643,2021,11,1,32.27,0.03,32.27,17.05,15.22,4,0,5.0
113,500058,2025-11-25,100411,2019,10,3,255.63,0.0,766.89,549.37,217.52,4,0,3.5
114,500058,2025-11-25,100411,2046,10,2,91.39,0.0,182.78,103.09,79.69,4,0,4.8
115,500058,2025-11-25,100411,2026,10,1,25.92,0.0,25.92,13.53,12.39,4,0,3.9
116,500059,2024-02-08,101992,2041,17,1,63.82,0.0,63.82,28.28,35.54,4,1,4.7
117,500059,2024-02-08,101992,2022,17,2,160.27,0.0,320.54,234.02,86.52,4,0,3.9
118,500060,2025-06-29,101485,2001,21,2,42.04,0.15,84.08,36.01,48.07,6,0,3.2
119,500061,2025-04-21,100379,2041,15,1,65.15,0.0,65.15,34.52,30.63,8,0,5.0
120,500061,2025-04-21,100379,2044,15,3,30.0,0.0,90.0,60.71,29.29,5,0,3.1
121,500062,2024-05-15,101586,2042,11,3,60.36,0.03,181.08,93.05,88.03,6,0,3.5
122,500063,2024-09-28,100858,2050,16,1,31.97,0.0,31.97,17.59,14.38,1,0,4.7
123,500064,2025-01-22,101728,2025,15,1,76.83,0.13,76.83,54.82,22.01,1,0,3.9
124,500064,2025-01-22,101728,2009,15,2,14.53,0.03,29.06,14.06,15.0,5,0,3.5
125,500064,2025-01-22,101728,2022,15,3,155.64,0.03,466.92,321.58,145.34,4,0,3.8
126,500065,2024-04-25,100346,2049,17,2,17.49,0.1,34.98,18.07,16.91,4,0,4.6
127,500066,2025-07-24,100519,2015,15,3,53.8,0.1,161.4,84.47,76.93,5,0,4.1
128,500066,2025-07-24,100519,2005,15,3,69.32,0.0,207.96,95.3,112.66,8,0,4.9
129,500066,2025-07-24,100519,2046,15,2,82.66,0.1,165.32,95.05,70.27,6,0,3.2
130,500067,2024-08-07,100695,2030,16,3,53.68,0.0,161.04,94.33,66.71,6,0,3.9
131,500067,2024-08-07,100695,2015,16,2,64.9,0.0,129.8,67.36,62.44,6,0,2.7
132,500068,2026-01-10,100901,2014,13,1,48.76,0.0,48.76,28.51,20.25,4,0,3.4
133,500069,2025-09-25,101262,2059,20,1,4.84,0.0,4.84,2.01,2.83,3,0,3.6
134,500069,2025-09-25,101262,2002,20,2,78.44,0.1,156.88,86.47,70.41,7,0,4.7
135,500070,2025-05-16,100443,2032,16,3,99.71,0.0,299.13,206.69,92.44,3,0,3.7
136,500071,2024-04-04,101411,2034,13,2,54.71,0.0,109.42,65.38,44.04,6,0,4.3
137,500072,2024-01-20,100048,2003,10,1,42.11,0.0,42.11,20.19,21.92,3,0,4.1
138,500072,2024-01-20,100048,2031,10,1,45.59,0.0,45.59,26.16,19.43,4,0,3.2
139,500072,2024-01-20,100048,2050,10,1,33.34,0.0,33.34,19.35,13.99,4,0,3.6
140,500073,2024-04-25,100662,2021,18,1,27.51,0.13,27.51,14.92,12.59,5,0,3.4
141,500073,2024-04-25,100662,2031,18,2,40.11,0.13,80.22,47.14,33.08,4,0,3.4
142,500074,2025-01-29,101318,2004,14,3,26.76,0.1,80.28,50.68,29.6,3,0,3.8
143,500075,2025-09-09,100529,2052,12,2,175.72,0.0,351.44,255.26,96.18,4,0,3.6
144,500076,2024-04-30,100862,2046,15,3,88.14,0.1,264.42,155.71,108.71,5,1,4.4
145,500076,2024-04-30,100862,2013,15,3,83.54,0.05,250.62,167.42,83.2,5,0,2.8
146,500077,2025-07-12,101212,2020,15,2,40.26,0.1,80.52,47.1,33.42,2,0,4.4
147,500077,2025-07-12,101212,2021,15,2,30.34,0.0,60.68,27.99,32.69,5,0,3.9
148,500077,2025-07-12,101212,2018,15,3,160.99,0.0,482.97,335.77,147.2,3,0,3.9
149,500078,2024-02-07,100496,2039,19,2,223.15,0.0,446.3,327.8,118.5,5,0,3.4
150,500079,2024-07-28,101928,2023,16,2,158.03,0.0,316.06,224.45,91.61,7,0,3.7
151,500079,2024-07-28,101928,2036,16,3,94.89,0.0,284.67,170.6,114.07,4,0,5.0
152,500079,2024-07-28,101928,2042,16,1,62.8,0.0,62.8,36.65,26.15,4,0,3.4
153,500080,2025-04-17,101694,2041,18,1,62.75,0.0,62.75,25.41,37.34,5,0,4.3
154,500081,2025-10-16,101942,2032,17,2,96.36,0.0,192.72,109.94,82.78,3,0,4.5
155,500082,2025-09-05,100991,2016,20,1,46.0,0.0,46.0,26.59,19.41,5,0,4.6
156,500082,2025-09-05,100991,2038,20,3,64.85,0.0,194.55,119.55,75.0,2,0,3.4
157,500082,2025-09-05,100991,2014,20,3,42.39,0.1,127.17,71.37,55.8,2,0,4.4
158,500083,2025-02-24,100686,2042,10,3,65.51,0.0,196.53,107.32,89.21,2,0,4.0
159,500083,2025-02-24,100686,2027,10,2,61.22,0.0,122.44,72.58,49.86,4,0,4.6
160,500083,2025-02-24,100686,2022,10,1,166.25,0.0,166.25,110.11,56.14,2,0,3.4
161,500084,2024-01-29,101989,2048,14,1,83.62,0.05,83.62,54.38,29.24,1,0,3.3
162,500085,2024-08-19,101456,2036,18,2,76.35,0.15,152.7,97.3,55.4,5,0,4.1
163,500085,2024-08-19,101456,2052,18,1,166.06,0.1,166.06,112.22,53.84,4,0,4.7
164,500086,2025-09-11,101586,2046,11,1,90.98,0.03,90.98,63.68,27.3,5,0,3.4
165,500087,2024-03-05,100365,2032,15,1,104.07,0.0,104.07,65.46,38.61,2,0,5.0
166,500087,2024-03-05,100365,2026,15,1,25.56,0.0,25.56,13.19,12.37,3,0,4.0
167,500087,2024-03-05,100365,2041,15,2,58.46,0.05,116.92,66.74,50.18,5,0,3.8
168,500088,2025-07-12,101738,2052,14,1,180.75,0.0,180.75,118.2,62.55,8,0,3.8
169,500088,2025-07-12,101738,2042,14,1,54.54,0.1,54.54,33.28,21.26,4,0,3.2
170,500089,2025-07-10,101056,2019,19,2,286.66,0.0,573.32,374.46,198.86,7,0,3.3
171,500089,2025-07-10,101056,2012,19,1,92.94,0.0,92.94,63.13,29.81,4,0,4.0
172,500089,2025-07-10,101056,2029,19,1,83.38,0.0,83.38,47.37,36.01,4,0,4.5
173,500090,2025-08-17,101546,2028,21,1,32.17,0.15,32.17,15.63,16.54,3,0,2.8
174,500091,2024-06-20,101650,2028,11,2,38.42,0.0,76.84,36.72,40.12,4,0,4.8
175,500092,2024-07-12,100211,2028,12,2,36.26,0.03,72.52,31.55,40.97,6,0,2.9
176,500093,2024-06-05,100198,2024,19,2,161.96,0.0,323.92,239.77,84.15,3,0,4.7
177,500094,2024-11-06,100130,2031,12,2,45.82,0.0,91.64,58.24,33.4,2,0,4.6
178,500094,2024-11-06,100130,2056,12,2,22.13,0.0,44.26,23.46,20.8,2,0,4.0
179,500095,2025-02-17,101285,2025,15,3,84.6,0.0,253.8,173.7,80.1,6,0,4.0
180,500096,2024-04-04,101830,2035,21,1,18.51,0.0,18.51,8.61,9.9,5,0,4.0
181,500096,2024-04-04,101830,2052,21,1,189.35,0.0,189.35,139.07,50.28,4,0,4.9
182,500096,2024-04-04,101830,2050,21,3,33.8,0.0,101.4,61.01,40.39,6,0,4.8
183,500097,2025-03-24,100060,2056,21,1,19.5,0.15,19.5,9.3,10.2,1,0,5.0
184,500098,2024-07-07,100276,2008,21,3,65.13,0.1,195.39,115.26,80.13,3,0,5.0
185,500098,2024-07-07,100276,2010,21,2,25.36,0.15,50.72,26.56,24.16,5,0,3.8
186,500098,2024-07-07,100276,2015,21,1,55.89,0.1,55.89,31.3,24.59,7,0,3.0
187,500099,2025-03-20,100971,2058,11,2,26.14,0.0,52.28,27.68,24.6,5,0,4.7
188,500099,2025-03-20,100971,2003,11,2,41.11,0.0,82.22,39.38,42.84,5,0,2.9
189,500100,2024-08-27,100782,2003,11,2,40.46,0.03,80.92,45.95,34.97,2,0,4.0
190,500100,2024-08-27,100782,2019,11,2,281.16,0.03,562.32,380.17,182.15,5,0,3.5
191,500100,2024-08-27,100782,2032,11,2,96.74,0.03,193.48,125.92,67.56,3,0,3.8
192,500101,2026-01-24,100206,2012,12,3,96.97,0.0,290.91,190.18,100.73,2,0,4.3
193,500101,2026-01-24,100206,2009,12,3,15.98,0.0,47.94,21.72,26.22,4,0,4.4
194,500101,2026-01-24,100206,2049,12,1,19.06,0.0,19.06,9.6,9.46,3,0,4.3
195,500102,2024-09-09,101219,2001,19,1,48.75,0.0,48.75,26.38,22.37,2,0,4.5
196,500102,2024-09-09,101219,2035,19,1,19.0,0.0,19.0,8.84,10.16,3,0,3.7
197,500103,2025-11-19,101810,2006,12,3,29.82,0.0,89.46,41.5,47.96,5,0,4.0
198,500103,2025-11-19,101810,2059,12,2,5.15,0.0,10.3,5.16,5.14,6,0,3.0
199,500104,2024-05-18,100423,2025,15,3,83.16,0.05,249.48,153.1,96.38,3,0,3.9
200,500105,2024-03-08,100005,2048,19,2,88.26,0.0,176.52,117.44,59.08,4,0,4.8
201,500106,2024-05-29,100450,2006,15,1,26.28,0.08,26.28,13.71,12.57,2,0,3.9
202,500106,2024-05-29,100450,2024,15,2,158.57,0.03,317.14,232.75,84.39,2,0,4.7
203,500107,2024-11-27,100369,2001,21,1,50.82,0.0,50.82,31.5,19.32,3,0,5.0
204,500108,2025-12-13,100932,2008,15,1,64.46,0.13,64.46,38.69,25.77,4,0,3.8
205,500109,2024-05-19,100214,2048,14,2,83.59,0.05,167.18,108.07,59.11,2,1,4.4
206,500110,2025-09-11,100721,2020,21,3,43.0,0.08,129.0,63.48,65.52,4,0,4.2
207,500110,2025-09-11,100721,2029,21,3,75.2,0.08,225.6,123.44,102.16,1,0,4.5
208,500110,2025-09-11,100721,2015,21,3,61.11,0.08,183.33,95.61,87.72,4,0,4.2
209,500111,2025-07-04,100238,2009,16,2,15.84,0.0,31.68,14.29,17.39,5,0,4.3
210,500111,2025-07-04,100238,2011,16,3,128.61,0.0,385.83,248.17,137.66,3,0,4.0
211,500111,2025-07-04,100238,2037,16,2,27.06,0.0,54.12,24.29,29.83,4,0,4.4
212,500112,2024-09-29,101353,2046,12,3,95.52,0.0,286.56,168.74,117.82,4,0,4.3
213,500112,2024-09-29,101353,2035,12,1,18.31,0.0,18.31,8.71,9.6,5,0,5.0
214,500113,2024-09-22,100938,2042,17,2,57.22,0.05,114.44,62.81,51.63,5,0,3.3
215,500113,2024-09-22,100938,2040,17,1,59.76,0.0,59.76,37.15,22.61,3,0,5.0
216,500114,2026-01-18,100150,2011,19,1,136.75,0.0,136.75,99.63,37.12,5,0,4.0
217,500114,2026-01-18,100150,2025,19,3,83.4,0.0,250.2,197.46,52.74,6,0,4.6
218,500114,2026-01-18,100150,2035,19,1,18.65,0.0,18.65,8.88,9.77,7,0,4.0
219,500115,2025-07-18,100087,2023,20,3,131.38,0.18,394.14,267.84,126.3,5,0,3.0
220,500115,2025-07-18,100087,2048,20,1,68.46,0.18,68.46,42.74,25.72,6,0,3.2
221,500115,2025-07-18,100087,2035,20,3,15.92,0.18,47.76,28.21,19.55,7,0,4.3
222,500116,2024-07-07,100977,2040,10,3,63.6,0.0,190.8,124.35,66.45,2,0,4.4
223,500116,2024-07-07,100977,2016,10,1,44.2,0.0,44.2,19.06,25.14,4,0,2.9
224,500117,2025-12-21,101183,2026,11,1,25.82,0.0,25.82,13.13,12.69,5,0,3.4
225,500117,2025-12-21,101183,2020,11,2,44.99,0.0,89.98,47.54,42.44,7,0,3.1
226,500118,2024-11-17,100348,2014,17,2,49.66,0.0,99.32,58.68,40.64,7,0,5.0
227,500118,2024-11-17,100348,2058,17,1,25.31,0.05,25.31,11.69,13.62,5,0,3.3
228,500118,2024-11-17,100348,2001,17,2,50.58,0.0,101.16,47.56,53.6,3,0,3.3
229,500119,2024-03-03,100647,2041,18,2,60.77,0.05,121.54,82.79,38.75,3,0,3.2
230,500119,2024-03-03,100647,2044,18,1,28.87,0.1,28.87,18.02,10.85,4,0,3.5
231,500120,2025-10-04,101213,2015,17,2,59.07,0.05,118.14,71.63,46.51,2,0,3.9
232,500120,2025-10-04,101213,2041,17,1,56.4,0.1,56.4,29.26,27.14,1,0,4.6
233,500121,2025-11-17,100942,2020,14,2,42.09,0.1,84.18,44.23,39.95,4,0,3.5
234,500121,2025-11-17,100942,2008,14,2,75.51,0.0,151.02,81.46,69.56,6,0,3.6
235,500122,2024-12-15,100232,2024,19,3,158.51,0.0,475.53,301.89,173.64,2,0,4.9
236,500123,2025-07-10,100782,2057,16,1,19.82,0.03,19.82,11.45,8.37,4,0,5.0
237,500123,2025-07-10,100782,2046,16,1,91.07,0.03,91.07,55.18,35.89,7,0,4.3
238,500123,2025-07-10,100782,2013,16,1,90.1,0.03,90.1,55.68,34.42,4,0,3.7
239,500124,2024-07-04,100395,2001,21,3,44.91,0.1,134.73,94.31,40.42,6,0,4.1
240,500124,2024-07-04,100395,2010,21,2,29.95,0.0,59.9,26.43,33.47,6,0,3.8
241,500125,2025-11-02,101853,2022,14,1,145.48,0.15,145.48,117.76,27.72,3,0,4.5
242,500125,2025-11-02,101853,2005,14,1,59.65,0.1,59.65,34.97,24.68,1,0,4.9
243,500125,2025-11-02,101853,2058,14,1,25.65,0.0,25.65,14.76,10.89,8,0,2.8
244,500126,2024-10-18,101607,2044,19,2,29.86,0.0,59.72,28.92,30.8,4,0,3.8
245,500126,2024-10-18,101607,2004,19,3,30.18,0.0,90.54,48.59,41.95,2,0,3.6
246,500126,2024-10-18,101607,2049,19,1,18.68,0.0,18.68,8.87,9.81,3,0,5.0
247,500127,2024-07-30,100624,2011,11,3,131.9,0.03,395.7,238.81,156.89,4,0,3.7
248,500127,2024-07-30,100624,2030,11,2,52.28,0.03,104.56,57.47,47.09,4,0,4.9
249,500127,2024-07-30,100624,2034,11,1,57.42,0.03,57.42,29.3,28.12,5,0,3.7
250,500128,2025-01-30,100470,2016,18,3,47.7,0.0,143.1,78.22,64.88,2,0,4.9
251,500128,2025-01-30,100470,2007,18,3,26.02,0.0,78.06,44.36,33.7,4,0,4.1
252,500128,2025-01-30,100470,2047,18,2,49.55,0.0,99.1,56.41,42.69,4,0,3.2
253,500129,2024-07-30,100269,2052,18,2,172.86,0.03,345.72,247.38,98.34,4,0,5.0
254,500130,2025-05-05,101474,2014,13,2,45.94,0.03,91.88,50.2,41.68,8,0,2.3
255,500130,2025-05-05,101474,2048,13,3,82.22,0.03,246.66,123.21,123.45,2,0,4.2
256,500130,2025-05-05,101474,2023,13,2,164.87,0.03,329.74,206.49,123.25,4,0,4.5
257,500131,2025-08-13,101836,2003,10,2,40.51,0.0,81.02,40.56,40.46,6,0,4.0
258,500131,2025-08-13,101836,2017,10,2,282.39,0.0,564.78,418.22,146.56,8,0,3.4
259,500131,2025-08-13,101836,2043,10,2,19.02,0.0,38.04,19.0,19.04,1,0,4.7
260,500132,2024-11-16,100546,2033,21,2,94.93,0.0,189.86,114.85,75.01,2,0,4.0
261,500132,2024-11-16,100546,2048,21,1,83.76,0.0,83.76,50.89,32.87,4,0,4.1
262,500132,2024-11-16,100546,2016,21,1,46.41,0.0,46.41,28.33,18.08,5,0,3.1
263,500133,2025-09-10,101279,2030,10,2,55.14,0.0,110.28,78.16,32.12,3,0,4.1
264,500133,2025-09-10,101279,2001,10,3,45.34,0.0,136.02,73.57,62.45,5,0,3.4
265,500133,2025-09-10,101279,2000,10,1,130.82,0.0,130.82,95.0,35.82,5,0,4.4
266,500134,2024-12-06,100470,2040,15,1,54.99,0.05,54.99,29.16,25.83,4,0,4.0
267,500134,2024-12-06,100470,2019,15,1,242.98,0.1,242.98,166.11,76.87,1,0,4.7
268,500134,2024-12-06,100470,2048,15,1,79.99,0.1,79.99,50.08,29.91,7,0,3.5
269,500135,2026-02-05,101834,2011,10,2,137.69,0.0,275.38,147.04,128.34,7,0,4.8
270,500136,2024-07-27,100598,2026,15,2,24.23,0.0,48.46,18.84,29.62,5,0,3.1
271,500136,2024-07-27,100598,2007,15,2,24.6,0.05,49.2,28.34,20.86,9,0,4.1
272,500136,2024-07-27,100598,2029,15,2,79.66,0.05,159.32,82.66,76.66,4,0,4.0
273,500137,2025-07-10,100192,2030,19,3,51.81,0.0,155.43,69.84,85.59,6,0,4.0
274,500137,2025-07-10,100192,2042,19,2,64.15,0.0,128.3,78.42,49.88,3,0,3.9
275,500138,2025-02-26,101761,2052,16,2,177.08,0.0,354.16,294.56,59.6,2,0,4.5
276,500138,2025-02-26,101761,2018,16,1,162.56,0.0,162.56,119.72,42.84,2,0,3.8
277,500138,2025-02-26,101761,2002,16,2,92.51,0.0,185.02,107.32,77.7,3,0,3.5
