Store,Dept,Date,Weekly_Sales,IsHoliday
1,5,2012-03-26,82516.29,0
1,5,2012-04-02,90637.13,0
1,5,2012-04-09,97488.14,0
1,5,2012-04-16,103560.76,0
1,5,2012-04-23,99759.64,0
1,5,2012-04-30,94048.7,0
1,5,2012-05-07,104270.62,0
1,5,2012-05-14,87331.53,0
1,5,2012-05-21,77521.52,0
1,5,2012-05-28,124361.73,1
1,5,2012-06-04,88982.76,0
1,5,2012-06-11,82145.27,0
1,5,2012-06-18,104843.44,0
1,5,2012-06-25,58818.08,0
1,5,2012-07-02,65501.92,1
1,5,2012-07-09,91244.42,0
1,5,2012-07-16,58129.09,0
1,5,2012-07-23,69255.11,0
1,5,2012-07-30,90579.71,0
1,5,2012-08-06,59684.63,0
1,5,2012-08-13,93649.17,0
1,5,2012-08-20,76984.25,0
1,5,2012-08-27,77428.71,0
1,5,2012-09-03,96523.5,1
1,5,2012-09-10,48977.88,0
1,5,2012-09-17,55877.7,0
1,5,2012-09-24,77467.35,0
1,5,2012-10-01,55793.14,0
1,5,2012-10-08,60913.9,0
1,5,2012-10-15,55164.29,0
1,5,2012-10-22,56187.6,0
1,5,2012-10-29,66065.03,0
1,5,2012-11-05,68702.83,0
1,5,2012-11-12,62705.28,0
1,5,2012-11-19,76849.29,1
1,5,2012-11-26,66003.74,0
1,5,2012-12-03,53719.24,0
1,5,2012-12-10,68523.69,0
1,5,2012-12-17,72932.53,0
1,5,2012-12-24,72819.44,1
1,5,2012-12-31,99266.26,0
1,6,2012-01-02,102605.9,1
1,6,2012-01-09,78634.89,0
1,6,2012-01-16,70889.74,0
1,6,2012-01-23,79769.52,0
1,6,2012-01-30,55465.57,0
1,6,2012-02-06,92605.11,0
1,6,2012-02-13,64807.72,0
1,6,2012-02-20,65563.33,0
1,6,2012-02-27,98110.47,0
1,6,2012-03-05,90801.05,0
1,6,2012-03-12,86263.81,0
1,6,2012-03-19,97961.6,0
1,6,2012-03-26,89979.71,0
1,6,2012-04-02,85000.21,0
1,6,2012-04-09,61714.93,0
1,6,2012-04-16,87603.74,0
1,6,2012-04-23,89436.63,0
1,6,2012-04-30,64459.65,0
1,6,2012-05-07,44708.98,0
1,6,2012-05-14,65312.14,0
1,6,2012-05-21,105034.25,0
1,6,2012-05-28,122884.06,1
1,6,2012-06-04,87010.63,0
1,6,2012-06-11,81288.09,0
1,6,2012-06-18,71804.5,0
1,6,2012-06-25,67352.22,0
1,6,2012-07-02,93095.52,1
1,6,2012-07-09,72633.77,0
1,6,2012-07-16,55118.63,0
1,6,2012-07-23,76639.55,0
1,6,2012-07-30,64360.27,0
1,6,2012-08-06,62965.41,0
1,6,2012-08-13,56865.22,0
1,6,2012-08-20,64545.99,0
1,6,2012-08-27,52045.93,0
1,6,2012-09-03,51635.01,1
1,6,2012-09-10,61818.39,0
1,6,2012-09-17,63243.45,0
1,6,2012-09-24,41759.04,0
1,6,2012-10-01,54575.49,0
1,6,2012-10-08,54172.62,0
1,6,2012-10-15,54352.03,0
1,6,2012-10-22,63247.4,0
1,6,2012-10-29,50805.1,0
1,6,2012-11-05,63954.38,0
1,6,2012-11-12,52389.66,0
1,6,2012-11-19,53914.99,1
1,6,2012-11-26,39944.36,0
1,6,2012-12-03,72412.24,0
1,6,2012-12-10,45662.95,0
1,6,2012-12-17,62254.58,0
1,6,2012-12-24,54341.06,1
1,6,2012-12-31,54277.94,0
1,7,2012-01-02,77776.65,1
1,7,2012-01-09,40498.45,0
1,7,2012-01-16,48110.96,0
1,7,2012-01-23,61877.39,0
1,7,2012-01-30,44723.0,0
1,7,2012-02-06,73259.98,0
1,7,2012-02-13,30714.1,0
1,7,2012-02-20,69097.06,0
1,7,2012-02-27,62553.54,0
1,7,2012-03-05,58497.8,0
1,7,2012-03-12,59217.72,0
1,7,2012-03-19,56672.76,0
1,7,2012-03-26,51906.21,0
1,7,2012-04-02,65737.1,0
1,7,2012-04-09,72940.71,0
1,7,2012-04-16,55870.88,0
1,7,2012-04-23,82492.67,0
1,7,2012-04-30,81799.49,0
1,7,2012-05-07,82743.03,0
1,7,2012-05-14,54519.69,0
1,7,2012-05-21,101679.91,0
1,7,2012-05-28,106278.89,1
1,7,2012-06-04,47355.56,0
1,7,2012-06-11,76464.09,0
1,7,2012-06-18,47280.8,0
1,7,2012-06-25,51892.89,0
1,7,2012-07-02,64955.34,1
1,7,2012-07-09,66671.96,0
1,7,2012-07-16,45573.82,0
1,7,2012-07-23,33749.54,0
1,7,2012-07-30,54411.28,0
1,7,2012-08-06,64953.39,0
1,7,2012-08-13,44137.83,0
1,7,2012-08-20,56966.42,0
1,7,2012-08-27,39032.39,0
1,7,2012-09-03,57769.71,1
1,7,2012-09-10,33038.65,0
1,7,2012-09-17,66002.02,0
1,7,2012-09-24,35937.89,0
1,7,2012-10-01,57050.94,0
1,7,2012-10-08,36990.97,0
1,7,2012-10-15,51040.74,0
1,7,2012-10-22,40798.7,0
1,7,2012-10-29,54465.31,0
1,7,2012-11-05,49108.69,0
1,7,2012-11-12,50544.3,0
1,7,2012-11-19,62162.09,1
1,7,2012-11-26,54586.99,0
1,7,2012-12-03,37185.49,0
1,7,2012-12-10,50312.5,0
1,7,2012-12-17,51175.08,0
1,7,2012-12-24,64352.84,1
1,7,2012-12-31,52195.97,0
1,8,2012-01-02,75078.17,1
1,8,2012-01-09,42698.61,0
1,8,2012-01-16,51086.53,0
1,8,2012-01-23,34198.31,0
1,8,2012-01-30,40951.38,0
1,8,2012-02-06,54953.35,0
1,8,2012-02-13,63077.22,0
1,8,2012-02-20,52124.01,0
1,8,2012-02-27,48047.17,0
1,8,2012-03-05,61612.59,0
1,8,2012-03-12,62780.29,0
1,8,2012-03-19,53891.91,0
1,8,2012-03-26,52377.62,0
1,8,2012-04-02,60895.27,0
1,8,2012-04-09,48905.01,0
1,8,2012-04-16,59788.54,0
1,8,2012-04-23,56888.43,0
1,8,2012-04-30,59278.24,0
1,8,2012-05-07,51915.92,0
1,8,2012-05-14,69916.23,0
1,8,2012-05-21,61062.48,0
1,8,2012-05-28,59884.63,1
1,8,2012-06-04,38282.5,0
1,8,2012-06-11,49135.65,0
1,8,2012-06-18,58699.37,0
1,8,2012-06-25,37705.92,0
1,8,2012-07-02,60257.9,1
1,8,2012-07-09,47866.83,0
1,8,2012-07-16,44255.42,0
1,8,2012-07-23,44545.13,0
1,8,2012-07-30,62098.23,0
1,8,2012-08-06,43289.36,0
1,8,2012-08-13,41492.24,0
1,8,2012-08-20,55283.11,0
1,8,2012-08-27,38237.29,0
1,8,2012-09-03,74163.94,1
1,8,2012-09-10,40020.47,0
1,8,2012-09-17,43085.01,0
1,8,2012-09-24,42079.38,0
1,8,2012-10-01,33514.0,0
1,8,2012-10-08,44335.89,0
1,8,2012-10-15,52764.25,0
1,8,2012-10-22,40610.94,0
1,8,2012-10-29,46687.78,0
1,8,2012-11-05,28303.19,0
1,8,2012-11-12,35472.54,0
1,8,2012-11-19,47336.04,1
1,8,2012-11-26,34245.67,0
1,8,2012-12-03,38074.24,0
1,8,2012-12-10,51409.95,0
1,8,2012-12-17,39692.11,0
1,8,2012-12-24,64547.12,1
1,8,2012-12-31,48429.08,0
1,9,2012-01-02,71582.78,1
1,9,2012-01-09,31686.53,0
1,9,2012-01-16,36514.5,0
1,9,2012-01-23,35177.26,0
1,9,2012-01-30,42029.58,0
1,9,2012-02-06,40651.62,0
1,9,2012-02-13,42230.56,0
1,9,2012-02-20,55707.08,0
1,9,2012-02-27,39631.16,0
1,9,2012-03-05,43589.3,0
1,9,2012-03-12,58071.04,0
1,9,2012-03-19,48417.38,0
1,9,2012-03-26,42751.66,0
1,9,2012-04-02,66313.23,0
1,9,2012-04-09,54538.18,0
1,9,2012-04-16,46847.11,0
1,9,2012-04-23,40916.42,0
1,9,2012-04-30,48501.92,0
1,9,2012-05-07,67362.54,0
1,9,2012-05-14,51758.54,0
1,9,2012-05-21,39895.46,0
1,9,2012-05-28,56677.47,1
1,9,2012-06-04,48335.56,0
1,9,2012-06-11,47097.95,0
1,9,2012-06-18,39185.81,0
1,9,2012-06-25,61689.6,0
1,9,2012-07-02,41405.9,1
1,9,2012-07-09,38768.08,0
1,9,2012-07-16,53613.18,0
1,9,2012-07-23,53231.76,0
1,9,2012-07-30,50861.41,0
1,9,2012-08-06,37810.89,0
1,9,2012-08-13,29810.86,0
1,9,2012-08-20,39753.88,0
1,9,2012-08-27,40188.82,0
1,9,2012-09-03,40977.36,1
1,9,2012-09-10,43055.71,0
1,9,2012-09-17,33145.06,0
1,9,2012-09-24,37695.75,0
1,9,2012-10-01,41813.6,0
1,9,2012-10-08,37457.92,0
1,9,2012-10-15,28614.09,0
1,9,2012-10-22,38701.35,0
1,9,2012-10-29,27598.92,0
1,9,2012-11-05,27134.07,0
1,9,2012-11-12,36676.57,0
1,9,2012-11-19,40158.26,1
1,9,2012-11-26,43860.3,0
1,9,2012-12-03,39618.58,0
1,9,2012-12-10,33394.95,0
1,9,2012-12-17,53750.76,0
1,9,2012-12-24,68534.1,1
1,9,2012-12-31,31048.27,0
1,10,2012-01-02,48574.32,1
1,10,2012-01-09,58534.51,0
1,10,2012-01-16,38482.77,0
1,10,2012-01-23,39868.52,0
1,10,2012-01-30,34229.97,0
1,10,2012-02-06,41915.36,0
1,10,2012-02-13,50875.93,0
1,10,2012-02-20,60426.9,0
1,10,2012-02-27,36553.86,0
1,10,2012-03-05,41840.79,0
1,10,2012-03-12,43744.0,0
1,10,2012-03-19,39104.08,0
1,10,2012-03-26,50532.48,0
1,10,2012-04-02,38280.2,0
1,10,2012-04-09,63391.97,0
1,10,2012-04-16,33548.8,0
1,10,2012-04-23,47778.43,0
1,10,2012-04-30,56668.08,0
1,10,2012-05-07,47477.14,0
1,10,2012-05-14,57472.43,0
1,10,2012-05-21,71814.83,0
1,10,2012-05-28,61572.97,1
1,10,2012-06-04,61398.29,0
1,10,2012-06-11,38742.86,0
1,10,2012-06-18,42549.98,0
1,10,2012-06-25,33868.1,0
1,10,2012-07-02,51010.7,1
1,10,2012-07-09,29888.02,0
1,10,2012-07-16,32478.9,0
1,10,2012-07-23,31115.61,0
1,10,2012-07-30,38678.52,0
1,10,2012-08-06,37296.98,0
1,10,2012-08-13,32584.48,0
1,10,2012-08-20,34197.72,0
1,10,2012-08-27,30952.74,0
1,10,2012-09-03,47843.61,1
1,10,2012-09-10,30784.57,0
1,10,2012-09-17,35249.51,0
1,10,2012-09-24,23106.86,0
1,10,2012-10-01,35960.77,0
1,10,2012-10-08,35227.11,0
1,10,2012-10-15,30272.99,0
1,10,2012-10-22,36775.24,0
1,10,2012-10-29,27802.51,0
1,10,2012-11-05,23989.41,0
1,10,2012-11-12,21154.94,0
1,10,2012-11-19,32448.97,1
1,10,2012-11-26,31529.25,0
1,10,2012-12-03,27196.64,0
1,10,2012-12-10,41833.53,0
1,10,2012-12-17,41235.04,0
1,10,2012-12-24,58165.37,1
1,10,2012-12-31,53259.95,0
1,11,2012-01-02,39447.6,1
1,11,2012-01-09,46990.87,0
1,11,2012-01-16,23639.88,0
1,11,2012-01-23,15357.07,0
1,11,2012-01-30,35477.92,0
1,11,2012-02-06,35439.82,0
1,11,2012-02-13,38837.75,0
1,11,2012-02-20,43297.52,0
1,11,2012-02-27,40099.87,0
1,11,2012-03-05,32071.92,0
1,11,2012-03-12,45905.63,0
1,11,2012-03-19,42326.55,0
1,11,2012-03-26,33313.01,0
1,11,2012-04-02,36018.93,0
1,11,2012-04-09,37612.15,0
1,11,2012-04-16,33508.53,0
1,11,2012-04-23,42547.86,0
1,11,2012-04-30,55100.49,0
1,11,2012-05-07,37974.17,0
1,11,2012-05-14,36417.0,0
1,11,2012-05-21,51213.01,0
1,11,2012-05-28,44713.05,1
1,11,2012-06-04,39994.44,0
1,11,2012-06-11,33359.45,0
1,11,2012-06-18,47781.99,0
1,11,2012-06-25,32903.26,0
1,11,2012-07-02,42938.84,1
1,11,2012-07-09,33072.18,0
1,11,2012-07-16,33044.04,0
1,11,2012-07-23,25348.49,0
1,11,2012-07-30,21287.34,0
1,11,2012-08-06,19820.66,0
1,11,2012-08-13,31603.69,0
1,11,2012-08-20,25612.22,0
1,11,2012-08-27,30812.59,0
1,11,2012-09-03,32144.2,1
1,11,2012-09-10,22075.59,0
1,11,2012-09-17,15476.41,0
1,11,2012-09-24,20584.8,0
1,11,2012-10-01,21566.7,0
1,11,2012-10-08,23334.93,0
1,11,2012-10-15,33797.08,0
1,11,2012-10-22,28132.48,0
1,11,2012-10-29,36534.62,0
1,11,2012-11-05,25065.87,0
1,11,2012-11-12,20551.45,0
1,11,2012-11-19,30559.17,1
1,11,2012-11-26,28616.88,0
1,11,2012-12-03,30440.93,0
1,11,2012-12-10,27292.32,0
1,11,2012-12-17,27066.32,0
1,11,2012-12-24,46536.92,1
1,11,2012-12-31,25795.17,0
1,12,2012-01-02,69114.31,1
1,12,2012-01-09,59073.53,0
1,12,2012-01-16,52795.03,0
1,12,2012-01-23,70067.25,0
1,12,2012-01-30,53291.29,0
1,12,2012-02-06,76202.76,0
1,12,2012-02-13,61732.43,0
1,12,2012-02-20,48354.7,0
1,12,2012-02-27,57133.59,0
1,12,2012-03-05,82446.79,0
1,12,2012-03-12,51082.08,0
1,12,2012-03-19,68019.77,0
1,12,2012-03-26,71935.74,0
1,12,2012-04-02,81473.22,0
1,12,2012-04-09,69146.14,0
1,12,2012-04-16,69583.58,0
1,12,2012-04-23,90069.67,0
1,12,2012-04-30,57979.28,0
1,12,2012-05-07,89686.12,0
1,12,2012-05-14,77325.16,0
1,12,2012-05-21,67017.83,0
1,12,2012-05-28,101263.82,1
1,12,2012-06-04,56090.3,0
1,12,2012-06-11,78254.56,0
1,12,2012-06-18,64587.76,0
1,12,2012-06-25,67928.81,0
1,12,2012-07-02,60208.08,1
1,12,2012-07-09,60354.3,0
1,12,2012-07-16,50081.85,0
1,12,2012-07-23,79308.2,0
1,12,2012-07-30,63386.71,0
1,12,2012-08-06,51142.96,0
1,12,2012-08-13,42563.19,0
1,12,2012-08-20,55165.69,0
1,12,2012-08-27,39993.41,0
1,12,2012-09-03,47671.48,1
1,12,2012-09-10,45937.35,0
1,12,2012-09-17,41075.21,0
1,12,2012-09-24,55256.29,0
1,12,2012-10-01,60934.63,0
1,12,2012-10-08,51132.99,0
1,12,2012-10-15,29713.54,0
1,12,2012-10-22,38971.42,0
1,12,2012-10-29,35849.74,0
1,12,2012-11-05,36198.04,0
1,12,2012-11-12,49492.08,0
1,12,2012-11-19,78538.23,1
1,12,2012-11-26,45215.23,0
1,12,2012-12-03,55969.31,0
1,12,2012-12-10,40456.86,0
1,12,2012-12-17,56389.97,0
1,12,2012-12-24,59132.49,1
1,12,2012-12-31,53070.49,0
1,13,2012-01-02,64847.92,1
1,13,2012-01-09,52034.42,0
1,13,2012-01-16,59573.82,0
1,13,2012-01-23,47176.56,0
1,13,2012-01-30,53905.23,0
1,13,2012-02-06,48042.8,0
1,13,2012-02-13,51910.48,0
1,13,2012-02-20,42861.38,0
1,13,2012-02-27,38055.97,0
1,13,2012-03-05,61109.36,0
1,13,2012-03-12,43125.24,0
1,13,2012-03-19,80763.63,0
1,13,2012-03-26,56844.42,0
1,13,2012-04-02,73287.47,0
1,13,2012-04-09,51747.37,0
1,13,2012-04-16,43425.0,0
1,13,2012-04-23,72777.41,0
1,13,2012-04-30,67360.57,0
1,13,2012-05-07,78924.93,0
1,13,2012-05-14,54489.34,0
1,13,2012-05-21,60733.88,0
1,13,2012-05-28,54108.79,1
1,13,2012-06-04,52826.56,0
1,13,2012-06-11,67984.34,0
1,13,2012-06-18,43704.86,0
1,13,2012-06-25,42163.43,0
1,13,2012-07-02,67870.01,1
1,13,2012-07-09,36626.1,0
1,13,2012-07-16,52207.38,0
1,13,2012-07-23,49397.54,0
1,13,2012-07-30,49572.75,0
1,13,2012-08-06,41173.46,0
1,13,2012-08-13,39188.64,0
1,13,2012-08-20,39583.92,0
1,13,2012-08-27,41105.72,0
1,13,2012-09-03,44897.74,1
1,13,2012-09-10,26947.6,0
1,13,2012-09-17,37493.96,0
1,13,2012-09-24,25589.61,0
1,13,2012-10-01,47014.54,0
1,13,2012-10-08,44062.55,0
1,13,2012-10-15,35060.58,0
1,13,2012-10-22,48167.14,0
1,13,2012-10-29,41261.92,0
1,13,2012-11-05,27854.24,0
1,13,2012-11-12,42787.56,0
1,13,2012-11-19,58301.13,1
1,13,2012-11-26,39102.59,0
1,13,2012-12-03,50521.74,0
1,13,2012-12-10,59439.73,0
1,13,2012-12-17,38805.23,0
1,13,2012-12-24,74883.61,1
1,13,2012-12-31,41984.35,0
1,14,2012-01-02,42862.23,1
1,14,2012-01-09,40082.36,0
1,14,2012-01-16,51397.19,0
1,14,2012-01-23,44610.17,0
1,14,2012-01-30,54351.98,0
1,14,2012-02-06,50524.07,0
1,14,2012-02-13,31136.97,0
1,14,2012-02-20,45703.62,0
1,14,2012-02-27,82805.37,0
1,14,2012-03-05,33776.75,0
1,14,2012-03-12,60571.01,0
1,14,2012-03-19,56328.68,0
1,14,2012-03-26,35690.32,0
1,14,2012-04-02,27134.49,0
1,14,2012-04-09,57764.29,0
1,14,2012-04-16,43528.77,0
1,14,2012-04-23,58705.29,0
1,14,2012-04-30,52377.49,0
1,14,2012-05-07,51313.59,0
1,14,2012-05-14,42458.95,0
1,14,2012-05-21,44295.83,0
1,14,2012-05-28,81021.93,1
1,14,2012-06-04,66246.69,0
1,14,2012-06-11,64090.96,0
1,14,2012-06-18,45351.16,0
1,14,2012-06-25,49516.22,0
1,14,2012-07-02,43063.64,1
1,14,2012-07-09,44698.04,0
1,14,2012-07-16,43605.69,0
1,14,2012-07-23,35627.92,0
1,14,2012-07-30,45230.9,0
1,14,2012-08-06,39691.6,0
1,14,2012-08-13,41747.71,0
1,14,2012-08-20,28810.09,0
1,14,2012-08-27,25841.85,0
1,14,2012-09-03,41634.94,1
1,14,2012-09-10,36726.52,0
1,14,2012-09-17,41389.41,0
1,14,2012-09-24,28546.26,0
1,14,2012-10-01,38279.58,0
1,14,2012-10-08,27628.57,0
1,14,2012-10-15,38435.62,0
1,14,2012-10-22,38186.02,0
1,14,2012-10-29,30443.37,0
1,14,2012-11-05,29183.47,0
1,14,2012-11-12,30799.33,0
1,14,2012-11-19,33343.65,1
1,14,2012-11-26,34526.21,0
1,14,2012-12-03,33613.66,0
1,14,2012-12-10,33431.79,0
1,14,2012-12-17,28566.0,0
1,14,2012-12-24,33636.3,1
1,14,2012-12-31,33719.3,0
1,15,2012-01-02,45603.14,1
1,15,2012-01-09,34344.03,0
1,15,2012-01-16,36574.21,0
1,15,2012-01-23,49979.33,0
1,15,2012-01-30,38026.76,0
1,15,2012-02-06,42124.97,0
1,15,2012-02-13,48958.06,0
1,15,2012-02-20,44796.72,0
1,15,2012-02-27,47690.06,0
1,15,2012-03-05,35329.18,0
1,15,2012-03-12,38413.53,0
1,15,2012-03-19,51056.27,0
1,15,2012-03-26,54980.76,0
1,15,2012-04-02,43144.07,0
1,15,2012-04-09,61537.01,0
1,15,2012-04-16,46615.65,0
1,15,2012-04-23,46968.83,0
1,15,2012-04-30,28821.18,0
1,15,2012-05-07,44946.4,0
1,15,2012-05-14,38723.86,0
1,15,2012-05-21,50446.1,0
1,15,2012-05-28,72391.17,1
1,15,2012-06-04,43060.21,0
1,15,2012-06-11,57350.72,0
1,15,2012-06-18,57901.13,0
1,15,2012-06-25,45269.98,0
1,15,2012-07-02,53754.29,1
1,15,2012-07-09,39646.73,0
1,15,2012-07-16,47427.56,0
1,15,2012-07-23,44023.16,0
1,15,2012-07-30,27828.28,0
1,15,2012-08-06,34566.09,0
