user_id,date,landing,region,dispositivo,traffic_source,user_type,converted,gasto
93e252bf-7e35-4d0f-8333-318486ded92a,2026-02-14,B,Oriente,Mobile,Ads,Recurrente,0,0.0
c73561bb-06d2-47d9-ac42-ebe15a370c78,2026-02-02,A,Sur,Desktop,Organic,Nuevo,0,0.0
78ab6343-670b-4fa5-a5c3-b9c5ca80dbdb,2026-02-05,B,Centro,Desktop,Organic,Recurrente,0,0.0
95e062de-05aa-4741-bbeb-fd5ee9893e0e,2026-02-20,B,Oriente,Mobile,Organic,Nuevo,0,0.0
526fc97d-39c1-425c-b523-e2bfed13b780,2026-02-21,A,Norte,Desktop,Organic,Nuevo,0,0.0
983038e8-df74-4662-a06d-b43c5e87f018,2026-02-28,A,Sur,Desktop,Email,Nuevo,1,17.98
4229f626-1e24-4332-8879-8267c47408f8,2026-02-10,B,Norte,Desktop,Organic,Nuevo,0,0.0
1be1a0cd-3060-4216-93c8-f8bcdf3ae504,2026-02-11,B,Centro,Mobile,Ads,Recurrente,0,0.0
bb53f300-75cc-4647-933d-cf5e003d80f4,2026-02-14,B,Centro,Desktop,Email,Nuevo,0,0.0
0cf8e772-ca55-4d78-8d5c-ecde48d5e11f,2026-02-06,A,Occidente,Mobile,Referral,Recurrente,0,0.0
aa61464a-c2a3-4e00-a2c1-b29022a1eaf4,2026-02-04,A,Centro,Mobile,Referral,Nuevo,0,0.0
4d351642-f2d2-4271-9872-1b7cc8d56a4f,2026-02-14,A,Centro,Desktop,Ads,Recurrente,0,0.0
4a416ed1-3ad2-422f-a82d-0a1707037ebe,2026-02-07,A,Centro,Desktop,Organic,Nuevo,0,0.0
1f5a13a6-b951-4a50-abe6-d4903f0077f4,2026-02-19,B,Occidente,Mobile,Email,Nuevo,0,0.0
ab49469e-40a2-4ede-891d-8f258dc2a087,2026-02-13,A,Norte,Desktop,Ads,Nuevo,0,0.0
dc388fe9-8370-45fe-8f51-cafe42301f73,2026-02-24,A,Centro,Desktop,Ads,Recurrente,0,0.0
63366ead-bc13-4648-a171-f768e29b80ff,2026-02-20,B,Centro,Mobile,Ads,Nuevo,0,0.0
92e617f7-3a7f-4b9f-ad6e-9b0c92620214,2026-02-09,A,Centro,Mobile,Email,Nuevo,0,0.0
379801dd-3ce8-40a9-b483-3631c17a6174,2026-02-24,A,Sur,Mobile,Organic,Recurrente,0,0.0
ed8336e6-ee30-4b80-9198-30b9c3c351ed,2026-02-23,A,Oriente,Mobile,Ads,Nuevo,0,0.0
31185a55-bf63-4806-87cc-7ad12d6ec97a,2026-02-11,B,Norte,Mobile,Ads,Nuevo,1,61.99
2633a6df-3fc5-43e3-81e6-7fbf19d0ccd3,2026-02-09,A,Sur,Mobile,Organic,Recurrente,0,0.0
1ec24cdc-4424-4d71-bd57-1177d052358d,2026-02-20,B,Norte,Mobile,Ads,Recurrente,1,30.94
b373d938-b140-4f0b-8d40-2b619f2a2df8,2026-02-04,B,Norte,Desktop,Organic,Nuevo,0,0.0
8706d86c-f47e-444a-98ea-54fb758e0520,2026-02-06,A,Norte,Desktop,Organic,Nuevo,0,0.0
0ef4e84d-a64f-44c6-b7d1-9f0cdda597f7,2026-02-01,A,Oriente,Mobile,Ads,Nuevo,0,0.0
5ea88a50-ca8d-4e30-8c99-c304a9648e24,2026-02-23,B,Occidente,Desktop,Organic,Nuevo,0,0.0
57594866-635c-41fd-b8d1-86d931398768,2026-02-19,B,Centro,Mobile,Organic,Nuevo,0,0.0
baeef615-a102-4427-8c39-f515da3805f7,2026-02-20,A,Sur,Mobile,Ads,Nuevo,0,0.0
8005af42-0ce7-425e-a760-cb2007b69788,2026-02-22,B,Norte,Desktop,Referral,Nuevo,0,0.0
75e32a9e-7e85-4669-927c-e2c1c9f598b9,2026-02-13,B,Occidente,Mobile,Ads,Nuevo,0,0.0
904134fa-976b-4462-9a6b-018dc4290539,2026-02-16,A,Oriente,Mobile,Organic,Recurrente,0,0.0
5b359e7a-caee-425a-9647-5a5755d5c26b,2026-02-04,B,Oriente,Desktop,Referral,Nuevo,0,0.0
3275b416-93f7-4619-990c-697d9412ddea,2026-02-04,A,Sur,Desktop,Referral,Nuevo,0,0.0
16502262-6f32-4ec3-ae6a-74ea8681fd83,2026-02-19,A,Centro,Mobile,Email,Nuevo,0,0.0
753d7150-6563-44f0-9c7b-035e9a635ac5,2026-02-14,B,Centro,Desktop,Organic,Nuevo,0,0.0
f9e2a711-f474-465b-a70d-2b7f76115b5e,2026-02-16,B,Centro,Mobile,Organic,Nuevo,0,0.0
27e8fa5f-cd7e-44bf-ac7f-248b760b4200,2026-02-22,A,Norte,Desktop,Email,Nuevo,0,0.0
fda59ef9-f4c4-4737-98e2-58f37de8e838,2026-02-18,B,Norte,Mobile,Organic,Nuevo,0,0.0
33d2f8ca-eb67-4d78-a384-e5607ec9742e,2026-02-16,A,Sur,Mobile,Ads,Nuevo,0,0.0
4bd36485-93f0-4793-968c-0d48755fe997,2026-02-16,A,Centro,Mobile,Organic,Recurrente,0,0.0
4b296164-e8c4-433d-af8e-e579b088317b,2026-02-09,A,Occidente,Mobile,Organic,Recurrente,1,57.38
61737f80-2e78-47a3-9ec2-cdc6782a5e15,2026-02-01,A,Occidente,Desktop,Organic,Recurrente,1,25.8
d028e117-19e9-4e6e-990c-d74ffb7c1762,2026-02-13,A,Centro,Desktop,Ads,Nuevo,0,0.0
81b7de16-a3a9-41a5-a9bc-119246fc4c16,2026-02-07,B,Oriente,Mobile,Ads,Nuevo,0,0.0
dbb38b14-9b41-4baf-acb2-f059ad8062de,2026-02-12,A,,Mobile,Referral,Recurrente,0,0.0
c56dadda-864c-487a-a124-72a89a0aa615,2026-02-24,B,Norte,Desktop,Email,Nuevo,0,0.0
563360a7-dcd3-40ad-89f2-1a585dbe6741,2026-02-07,A,Occidente,Desktop,Ads,Nuevo,0,0.0
ed47521d-80a3-4621-9d89-945d402ad1d6,2026-02-02,A,Occidente,Mobile,Organic,Nuevo,0,0.0
e8c90808-c9fb-4a8e-82a7-cd9a67ecdab5,2026-02-08,B,Centro,Mobile,Referral,Recurrente,0,0.0
163f9418-9240-4cc8-9ee5-21762adddd29,2026-02-09,A,Centro,Mobile,Organic,Recurrente,1,70.46
d3b3456c-aa0b-4a4e-a1bd-3e1ee40261b9,2026-02-19,B,Norte,Mobile,Organic,Nuevo,0,0.0
6e4e7d43-90ec-4464-b73a-744c57d80202,2026-02-16,A,Norte,Desktop,Ads,Nuevo,0,0.0
d23e513c-795c-4ea0-901b-aec9fa5a13b8,2026-02-22,A,Oriente,Desktop,Organic,Nuevo,1,88.04
01d981b8-94e6-47a5-bba2-43152e4d7213,2026-02-19,B,Oriente,Mobile,Organic,Recurrente,0,0.0
a17b7675-c24a-4724-9c1e-29261c98879b,2026-02-12,B,Sur,Desktop,Organic,Nuevo,0,0.0
b09bc35c-12d2-49eb-a9c7-7d2896c4c056,2026-02-23,A,Norte,Mobile,Email,Nuevo,0,0.0
53817169-52d4-490d-8cfb-e5ea45520d33,2026-02-05,A,Norte,Mobile,Ads,Recurrente,0,0.0
7b62f057-9a49-416e-a037-08a636f8781e,2026-02-01,A,Sur,Mobile,Organic,Nuevo,0,0.0
3a47522a-2e84-41a1-addc-3d44d47007f2,2026-02-03,A,Norte,Mobile,Email,Nuevo,0,0.0
b8f6ab6c-d07b-4db8-bec5-31683e563aab,2026-02-21,B,Sur,Mobile,Email,Nuevo,0,0.0
08ad2fac-6fdb-469d-b11a-e74466c12b0a,2026-02-13,B,Norte,Mobile,Organic,Nuevo,0,0.0
361c1984-52e1-454e-b161-99645c7b2925,2026-02-05,A,Oriente,Mobile,Organic,Nuevo,1,34.83
aa6b69f2-49a2-4c9c-8567-263ab6819a3e,2026-02-15,A,Norte,Mobile,Ads,Recurrente,0,0.0
9ea5c371-6237-475b-b126-6e8894c173f9,2026-02-05,A,Centro,Mobile,Email,Nuevo,1,111.6
14bfd2b7-21fe-4f15-888d-a0fa4d72b879,2026-02-20,A,Norte,Mobile,Email,Nuevo,0,0.0
326fa91f-fc5f-4c60-a0d2-8ec8830b69c2,2026-02-13,B,Centro,Desktop,Ads,Nuevo,0,0.0
5153457e-0b99-4e0d-b5a6-711a234efffa,2026-02-11,A,Centro,Mobile,Email,Nuevo,0,0.0
01807b48-d883-4d4a-b272-6d4b4667cd21,2026-02-09,B,Sur,Desktop,Organic,Nuevo,1,30.61
e876c20f-88c9-4ad1-b37b-3cf626067f50,2026-02-18,B,Occidente,Mobile,Organic,Nuevo,0,0.0
d695ba52-3aca-4164-9995-f8a02a349543,2026-02-11,B,Occidente,Mobile,Referral,Nuevo,0,0.0
aca9ea97-2a35-4c5e-98be-9e9f87576974,2026-02-03,B,Occidente,Mobile,Ads,Nuevo,0,0.0
e759eacc-86b0-44d3-b10f-45d3e55abe25,2026-02-04,A,Oriente,Mobile,Organic,Nuevo,0,0.0
8864762d-251d-4dc4-aaef-5d4fc174d12d,2026-02-27,B,Norte,Desktop,Email,Nuevo,0,0.0
a0107929-0faf-4014-89ec-f42d08f16c3b,2026-02-26,B,Occidente,Mobile,Ads,Nuevo,0,0.0
2a65455c-f108-44b5-be78-81925c7d55e4,2026-02-20,B,Norte,Mobile,Organic,Nuevo,0,0.0
c1cfcce6-d695-40d7-9c37-5dcd3a5b4d1e,2026-02-08,A,Sur,Mobile,Organic,Nuevo,0,0.0
668303ef-b5b2-4a15-ba37-951131e9234d,2026-02-28,A,Occidente,Mobile,Organic,Nuevo,1,145.6
4cf8d895-8a05-4fb3-907a-6251d0f65a3c,2026-02-22,A,Sur,Mobile,Ads,Nuevo,1,80.42
683d49cc-ade3-4195-b259-8cbfdd235cea,2026-02-21,A,Norte,Mobile,Email,Nuevo,0,0.0
dffe6636-1403-48fd-b369-406e3d2c7e99,2026-02-13,B,Norte,Mobile,Organic,Recurrente,0,0.0
3a63f9da-e4d9-42a9-9b9f-25106e2ad81c,2026-02-08,B,Oriente,Desktop,Organic,Nuevo,0,0.0
22356261-175b-46de-9d79-34e6cd6025db,2026-02-03,B,Oriente,Mobile,Referral,Nuevo,0,0.0
9ad1345b-7293-4c5e-a248-3769e0905e5b,2026-02-26,B,Occidente,Desktop,Organic,Nuevo,0,0.0
3e92d702-f9c2-4ecb-b16f-085cd05a2f91,2026-02-13,B,Centro,Desktop,Ads,Nuevo,0,0.0
b50e4346-5c66-4e86-af6b-0c5128f94c24,2026-02-06,B,Norte,Desktop,Email,Nuevo,0,0.0
b72fad0a-f48e-4321-92b9-71f813293d53,2026-02-09,A,Norte,Desktop,Ads,Recurrente,0,0.0
c3fb8e6c-bd92-48a8-88b4-7b0cc777f53d,2026-02-17,B,Centro,Mobile,Email,Nuevo,0,0.0
7d1d98c0-a6a9-4a3f-8dc0-6b90428571c2,2026-02-05,A,Centro,Mobile,Referral,Nuevo,0,0.0
c3c4de6c-f880-4718-a5bf-b399ee03daf5,2026-02-24,B,Norte,Mobile,Organic,Recurrente,0,0.0
840aadc9-b3e9-443a-a065-d10289642378,2026-02-22,A,Sur,Desktop,Organic,Recurrente,0,0.0
ba1d6b0b-25f0-400d-a14c-a5175b2f91a3,2026-02-21,B,Norte,Mobile,Ads,Recurrente,1,64.57
5073081b-b585-48aa-b4f9-2ae6bd305c0d,2026-02-13,B,Norte,Mobile,Ads,Recurrente,0,0.0
c3cc7d56-7752-4687-ad8c-41e8f89598f3,2026-02-18,A,Centro,Mobile,Ads,Nuevo,0,0.0
f1480fbe-b0e7-42a8-bd12-c88b4dd17f0b,2026-02-17,A,,Desktop,Email,Recurrente,0,0.0
e0dc7dfa-79d2-4f30-be1d-1de51d130b11,2026-02-19,A,Norte,Mobile,Ads,Recurrente,0,0.0
74594c97-7434-4757-9075-fa43503f2ef1,2026-02-03,B,Sur,Desktop,Referral,Recurrente,1,104.62
1a88fe78-1fde-4cc2-a363-1cf47f0abc77,2026-02-12,A,Norte,Mobile,Organic,Nuevo,0,0.0
4cde9ffa-f99e-4890-99ce-dd0a57107d68,2026-02-02,A,Norte,Mobile,Email,Recurrente,0,0.0
2deaaf90-b520-42ee-8ffa-ee5b4962b329,2026-02-14,B,Occidente,Mobile,Organic,Recurrente,0,0.0
fbf9de0c-cd69-4d49-9ac1-97d5953fe40b,2026-02-10,B,Norte,Mobile,Referral,Recurrente,0,0.0
f5284651-0254-410e-abda-e9ee34ab83cf,2026-02-05,B,Sur,Mobile,Email,Nuevo,0,0.0
41e9d200-1c02-43d0-9bef-06ad62d35929,2026-02-03,A,Norte,Mobile,Organic,Nuevo,0,0.0
36c683ce-70ae-4df7-926c-5a34fe21593c,2026-02-17,A,Sur,Mobile,Ads,Nuevo,0,0.0
baeb14d8-56cc-44b1-9e27-23923d9913dc,2026-02-05,A,Norte,Mobile,Ads,Nuevo,0,0.0
44269635-02fc-4bdb-baa5-5167a4bc7c7a,2026-02-26,B,Norte,Mobile,Ads,Recurrente,0,0.0
fa71dae2-e763-47e1-bf28-c2b8f4cd4ea3,2026-02-17,B,Centro,Desktop,Email,Nuevo,0,0.0
86bdb9db-f9ca-4fda-87b5-9db807ca885f,2026-02-10,B,Oriente,Mobile,Organic,Nuevo,0,0.0
d8314740-7ad4-4f96-8043-6228537b6910,2026-02-17,B,Norte,Mobile,Organic,Nuevo,0,0.0
21303aa0-a16d-4a6f-bb61-3da1c92a9db6,2026-02-01,A,Sur,Mobile,Organic,Recurrente,0,0.0
cfd15aae-c6b0-4708-87fd-671d8dc9624e,2026-02-27,A,Centro,Mobile,Organic,Recurrente,0,0.0
b6b6d5e4-58c4-48f9-8756-0384a6f9d49f,2026-02-14,B,Sur,Desktop,Ads,Nuevo,1,30.59
088f2fb6-1c5e-4c8e-be92-d6d009758d65,2026-02-22,A,Oriente,Desktop,Ads,Nuevo,0,0.0
a6e4bf9f-c69b-4baa-add2-bdfd889e057e,2026-02-03,B,Centro,Mobile,Ads,Nuevo,0,0.0
fad4eb30-8f3f-4f2e-a033-ed1d787e7594,2026-02-14,B,Oriente,Mobile,Email,Nuevo,0,0.0
b620f986-5c35-4de6-b59f-a25397075947,2026-02-14,A,Oriente,Desktop,Organic,Recurrente,0,0.0
3f211153-e22f-4740-b19a-56a620f9128c,2026-02-27,B,Occidente,Mobile,Email,Recurrente,1,30.37
cc47894a-485f-4d5a-a6ca-148bda62aaf2,2026-02-17,A,Norte,Mobile,Organic,Nuevo,0,0.0
1f06b582-19eb-43b7-bf33-1e67d2c271fe,2026-02-14,A,Sur,Desktop,Referral,Nuevo,0,0.0
6932eb79-71c8-4961-9f05-3d81cd3417e5,2026-02-08,A,Centro,Mobile,Email,Nuevo,1,71.74
1747e430-ec89-40fd-bd22-e7b89b127350,2026-02-10,B,Norte,Mobile,Ads,Nuevo,0,0.0
b2f1580f-be88-4251-b5f1-3128db0bbbfd,2026-02-15,B,Centro,Mobile,Referral,Recurrente,0,0.0
ea398399-1cf5-497b-8ba7-f8b02a39a0ec,2026-02-13,A,Centro,Desktop,Referral,Recurrente,0,0.0
35ea0b75-cb43-477b-b85c-f2c450be878b,2026-02-01,A,Sur,Mobile,Ads,Nuevo,0,0.0
1ea42e6c-2cfc-4f10-b4f6-45429310dc0d,2026-02-24,A,Centro,Desktop,Organic,Nuevo,0,0.0
1240f849-fcb6-42d2-8a46-912f7a6c631f,2026-02-26,B,Norte,Mobile,Organic,Nuevo,0,0.0
8c9270ec-5526-4487-bf77-61bcdfa37015,2026-02-04,A,Centro,Mobile,Ads,Recurrente,0,0.0
189e0a3d-273d-4e92-af96-77bd449e0c1e,2026-02-16,B,Occidente,Mobile,Ads,Nuevo,0,0.0
205dcfa6-fa05-4c81-a0f1-10896c04a9ac,2026-02-04,A,Occidente,Mobile,Ads,Nuevo,0,0.0
bd578f0c-68c4-489c-98ff-83174b3fe59e,2026-02-19,B,Norte,Mobile,Ads,Recurrente,1,104.6
7de9e21f-0f87-4a69-8179-049238df46df,2026-02-08,A,Norte,Desktop,Organic,Nuevo,0,0.0
ab675bd3-79bf-4a8b-9759-504ecfee6baa,2026-02-19,A,Norte,Desktop,Ads,Recurrente,0,0.0
236b687f-771e-471d-96c9-1084c719a96b,2026-02-21,B,Centro,Mobile,Organic,Nuevo,0,0.0
a415f6a9-2cc0-4cf0-bfc6-ada59fd7befe,2026-02-22,B,Norte,Desktop,Email,Recurrente,0,0.0
579e919a-f17d-4801-b4de-1babbf75678b,2026-02-04,B,Occidente,Mobile,,Recurrente,0,0.0
5723e331-d691-476f-b0fd-4f43a705a1d2,2026-02-26,B,Occidente,Mobile,Organic,Nuevo,0,0.0
4cb25411-1a56-44f0-89e2-f299a876b792,2026-02-07,A,Centro,Mobile,Ads,Nuevo,1,65.78
f17ff186-c70d-4027-a781-0125bed498af,2026-02-02,B,Centro,Mobile,Ads,Nuevo,0,0.0
506e56b4-c2ed-443d-a493-7b01b2ba7db3,2026-02-16,B,Sur,Mobile,Organic,Recurrente,0,0.0
01e82649-5428-4350-b2b1-8f7a910c016b,2026-02-11,B,Norte,Mobile,Email,Nuevo,0,0.0
b93d7d77-2b2b-4995-8fd0-16d3837b4bf6,2026-02-24,A,Sur,Desktop,Ads,Nuevo,1,23.99
9c266e36-2f89-4133-867c-f7c40808008c,2026-02-23,B,Sur,Desktop,Ads,Recurrente,1,70.56
db6006bc-22c6-41d1-8d19-2729b5527d40,2026-02-09,B,Norte,Desktop,Referral,Nuevo,0,0.0
7b44dd55-1283-4252-bcaf-fd1395b60136,2026-02-27,A,Centro,Mobile,Organic,Nuevo,1,121.15
2a2713d0-4667-49d8-a957-09662c28a5ba,2026-02-09,A,Centro,Mobile,Email,Nuevo,0,0.0
8f40a85b-bc87-45d8-8f4c-2a0f32270b70,2026-02-15,A,Oriente,Mobile,Ads,Nuevo,0,0.0
b8ac0917-5943-43ec-a85f-b3718bfd2237,2026-02-08,A,Norte,Mobile,Organic,Nuevo,1,62.92
8810008d-3ab2-4b9b-99b2-c6e70d92ef00,2026-02-27,A,Norte,Mobile,Organic,Recurrente,0,0.0
db1ec1ad-1658-42da-b582-1c8cec63eb8a,2026-02-05,A,Norte,Desktop,Ads,Nuevo,0,0.0
043f407d-d490-4312-8264-9631b1f49815,2026-02-02,A,Norte,Desktop,Email,Nuevo,0,0.0
85a65942-79ff-492d-9e35-ebfd0d2f2688,2026-02-13,B,Sur,Mobile,Organic,Recurrente,0,0.0
d86ec528-114e-4548-a58a-d7c22f2032c4,2026-02-28,A,Norte,Mobile,,Recurrente,0,0.0
095a8edc-5803-4c25-90f6-1ce133cd7922,2026-02-25,B,Norte,Mobile,Organic,Recurrente,0,0.0
7a6c968f-401e-4489-8a29-8bdf8e2dffd7,2026-02-21,B,Oriente,Desktop,Organic,Nuevo,0,0.0
1d30b4b4-a1ff-4780-85c6-bed5a8828c4f,2026-02-25,B,Norte,Mobile,Organic,Recurrente,0,0.0
bf509285-cd18-4ebc-9d30-cb05912ae8b0,2026-02-26,A,Centro,Desktop,Ads,Nuevo,0,0.0
49cd4328-acdb-4e03-ac54-41524649af12,2026-02-15,B,Centro,Mobile,Organic,Nuevo,0,0.0
f2030226-33ae-4afd-82d4-cc4587c4a611,2026-02-09,A,Occidente,Desktop,Email,Nuevo,1,60.19
46650080-91db-41c8-adff-da418789bdce,2026-02-22,A,Oriente,Desktop,Organic,Nuevo,0,0.0
6c1d4573-8e25-4490-a9fd-eb6a9dfb16bb,2026-02-19,A,Occidente,Mobile,Ads,Nuevo,0,0.0
70fefc01-74ef-4b4b-aa7b-9effa78591c3,2026-02-11,B,Centro,Desktop,Ads,Nuevo,0,0.0
cf706c18-9bab-4d89-a350-57931162832f,2026-02-03,A,Sur,Mobile,Ads,Recurrente,0,0.0
447109bc-714c-424b-a77a-8ea76d671c7d,2026-02-21,A,Centro,Desktop,Organic,Recurrente,0,0.0
b15c629e-1337-4af6-b58c-ceccca8250ac,2026-02-08,B,Oriente,Mobile,Organic,Nuevo,0,0.0
d2b825ad-6d8b-4207-9b1c-79e63f06e5bb,2026-02-27,B,Oriente,Desktop,Ads,Nuevo,0,0.0
a74b2b21-7330-4b7c-9fee-17e737d7da0e,2026-02-07,B,Occidente,Desktop,Referral,Recurrente,0,0.0
3d4b3835-b8cb-45a3-9ad6-b125233cb789,2026-02-04,A,Oriente,Mobile,Organic,Recurrente,0,0.0
39802946-ae09-4e68-866c-fe3b3444f77e,2026-02-24,B,Sur,Mobile,Organic,Nuevo,0,0.0
9a341fd7-14bc-4168-88da-23289a6eab8e,2026-02-05,A,Sur,Desktop,Referral,Recurrente,0,0.0
2772ca59-876a-4e2a-960e-2e1f4e33d96c,2026-02-06,A,Occidente,Desktop,Organic,Nuevo,0,0.0
ea41f544-6109-4a2f-b041-90fe69b88acb,2026-02-17,A,Centro,Mobile,Referral,Nuevo,0,0.0
0cfcd43e-42ea-411e-82ee-64c1509e555d,2026-02-25,A,Sur,Desktop,Ads,Nuevo,1,82.21
354f089a-7b49-4518-b261-51ffcafcbe56,2026-02-06,A,Centro,Mobile,Organic,Nuevo,0,0.0
034c4219-e11e-46ba-a517-448d11f6ba52,2026-02-09,B,Oriente,Desktop,Ads,Nuevo,0,0.0
4f756798-24c7-4718-b5aa-b1d9bd100054,2026-02-22,A,Centro,Desktop,Organic,Nuevo,0,0.0
6ee1d035-696e-407a-a5c2-2a204c99340b,2026-02-28,A,Sur,Desktop,Ads,Nuevo,0,0.0
96540de4-baaf-49fa-a8b5-e6f84b395586,2026-02-15,A,Norte,Mobile,Organic,Recurrente,0,0.0
b2306484-be76-4e8a-a037-8cb8212b6a28,2026-02-05,A,Sur,Mobile,Organic,Nuevo,0,0.0
4765456a-0e49-4ff9-a8d4-4e04e7dc227d,2026-02-01,B,,Desktop,Organic,Nuevo,0,0.0
268d81af-ef23-43e7-8f8a-c6f6cf376748,2026-02-07,A,Occidente,Mobile,Organic,Nuevo,0,0.0
65237339-c0d6-4a01-bc47-311ce16f6686,2026-02-04,B,Occidente,Mobile,Organic,Nuevo,0,0.0
fe254d9a-3414-4669-ab93-6c76e645f39d,2026-02-19,A,Centro,Mobile,Email,Nuevo,0,0.0
a37c4d7f-90ed-4c1c-b76d-609c9a8f6d02,2026-02-04,A,Sur,Desktop,Email,Nuevo,1,74.93
abd3eb7a-dd3a-4085-8f72-57e25900176b,2026-02-15,A,Centro,Mobile,Email,Recurrente,0,0.0
c13c24cb-99a7-4e5c-8e48-2506ba9e1dd6,2026-02-20,A,Oriente,Desktop,Organic,Nuevo,0,0.0
59853616-f529-4b09-a6e5-5689a2fd718c,2026-02-17,B,Sur,Mobile,Organic,Nuevo,0,0.0
a20b35e7-9576-428c-9c96-3faaaa39ead4,2026-02-06,A,Norte,Mobile,Email,Nuevo,0,0.0
94686065-8178-486e-adbf-2cbbce77ccef,2026-02-23,B,Oriente,Desktop,Referral,Nuevo,0,0.0
36906a0f-bc1b-4478-97a0-c605834bfd11,2026-02-21,B,Sur,Mobile,Organic,Nuevo,0,0.0
eb199b77-74a2-49da-a18f-2f8a6c0cbe67,2026-02-21,A,Sur,Mobile,Organic,Nuevo,0,0.0
6bf4a646-9873-4459-aa9b-6dc6f4fe11f7,2026-02-04,B,Norte,Mobile,Email,Recurrente,1,36.98
1051bd80-e61b-410f-b6f4-9ae0d807fd6f,2026-02-04,A,Norte,Mobile,Organic,Nuevo,0,0.0
cad65124-60d1-44e5-89dc-09973e352a78,2026-02-26,B,Sur,Desktop,Ads,Nuevo,0,0.0
07dab543-7254-406f-8e6c-1de0813ab3b8,2026-02-12,A,Norte,Desktop,Organic,Nuevo,0,0.0
d71c9687-a05e-4ba8-b518-cb8a7ee083bb,2026-02-09,B,Sur,Desktop,Email,Nuevo,0,0.0
efa2bba5-d509-4ea1-95f1-01757878e349,2026-02-14,A,Sur,Desktop,Email,Recurrente,0,0.0
4210a8b9-b04b-45f8-b569-21e0d1ae7e1f,2026-02-19,B,Centro,Desktop,Organic,Recurrente,0,0.0
c6cd19e1-fbe2-4b24-80f9-616b930dcacb,2026-02-27,A,Centro,Mobile,Organic,Nuevo,0,0.0
8faad2a7-911a-4516-913a-b39b2b9f9698,2026-02-09,B,Occidente,Desktop,Email,Recurrente,0,0.0
82593c19-1d76-4b07-975f-18e2d58899d2,2026-02-26,B,Sur,Desktop,Email,Recurrente,0,0.0
764160f3-af82-497a-9676-0e3384d359ff,2026-02-01,A,Centro,Mobile,Ads,Nuevo,0,0.0
a7eb8f87-33dc-485b-bd2c-ba4f3f6010e8,2026-02-16,B,Centro,Mobile,Email,Nuevo,0,0.0
