id_cliente,edad,nivel_ingreso,visitas_mes,compras_mes,gasto_publicidad_dirigida,satisfaccion,miembro_premium,abandono,tipo_dispositivo,region,ingreso_anual
C000080,27.0,19.62,7,3,10.39,5.0,1,0,escritorio,sur,1259.79
C000081,21.0,59.53,14,1,16.06,3.0,1,0,móvil,este,643.23
C000082,33.0,26.7,10,1,7.51,3.0,0,0,tablet,oeste,542.96
C000083,18.0,51.56,12,1,12.29,3.0,0,1,móvil,este,0.0
C000084,21.0,37.01,6,1,9.57,4.0,0,0,móvil,norte,557.99
C000085,26.0,69.62,7,1,10.14,4.0,0,0,escritorio,norte,209.63
C000086,18.0,54.05,12,0,9.48,4.0,0,0,móvil,norte,0.0
C000087,37.0,30.15,17,0,10.17,1.0,0,1,móvil,este,0.0
C000088,32.0,46.58,18,6,16.81,3.0,1,0,escritorio,este,3319.96
C000089,20.0,35.93,23,3,12.27,3.0,1,1,móvil,sur,200.86
C000090,39.0,27.3,11,2,7.66,4.0,0,0,móvil,sur,1336.94
C000091,57.0,44.52,10,0,8.4,4.0,0,0,móvil,este,0.0
C000092,23.0,41.07,7,2,7.95,3.0,0,0,escritorio,sur,677.85
C000093,37.0,30.14,20,0,7.26,3.0,0,1,móvil,sur,513.16
C000094,34.0,44.45,14,1,8.62,3.0,0,0,móvil,sur,690.21
C000095,18.0,40.56,14,0,8.16,3.0,0,0,escritorio,norte,292.21
C000096,24.0,26.99,10,0,8.63,3.0,0,0,escritorio,sur,182.47
C000097,41.0,66.59,13,2,9.72,4.0,0,0,móvil,norte,1244.9
C000098,18.0,35.85,15,1,7.02,2.0,0,0,escritorio,oeste,28.98
C000099,40.0,42.25,9,5,8.01,4.0,0,0,móvil,norte,2587.1
C000100,51.0,53.49,14,2,13.17,3.0,1,0,móvil,sur,1279.32
C000101,24.0,26.69,12,1,8.32,2.0,0,0,móvil,oeste,93.37
C000102,34.0,14.89,11,1,6.23,4.0,0,0,tablet,este,475.25
C000103,19.0,15.48,5,0,19.49,3.0,0,1,móvil,oeste,0.0
C000104,42.0,27.78,19,2,6.94,2.0,0,1,móvil,sur,525.65
C000105,43.0,51.25,9,4,12.94,5.0,1,0,móvil,norte,3147.09
C000106,40.0,30.88,4,0,7.23,3.0,0,0,escritorio,este,215.89
C000107,41.0,58.27,11,1,9.13,,0,1,tablet,este,388.08
C000108,45.0,44.15,10,3,16.19,4.0,1,0,escritorio,oeste,2261.47
C000109,41.0,51.85,8,0,9.52,3.0,0,0,tablet,norte,0.0
C000110,50.0,28.14,12,0,8.91,4.0,0,0,escritorio,sur,0.0
C000111,36.0,38.25,9,1,8.43,3.0,0,0,escritorio,oeste,381.7
C000112,33.0,50.75,14,2,11.74,3.0,0,0,móvil,este,446.77
C000113,44.0,51.13,17,4,7.57,4.0,0,0,móvil,oeste,264.53
C000114,48.0,33.72,15,1,9.28,4.0,0,0,móvil,sur,0.0
C000115,27.0,26.32,8,1,9.97,3.0,0,0,tablet,este,424.68
C000116,26.0,43.23,8,1,9.59,3.0,0,0,móvil,norte,537.42
C000117,49.0,34.39,18,3,10.97,4.0,1,0,móvil,sur,938.63
C000118,56.0,44.96,15,3,12.6,2.0,0,0,móvil,oeste,1396.58
C000119,52.0,30.91,12,0,14.4,1.0,0,0,móvil,este,36.86
C000120,25.0,36.03,15,3,10.76,3.0,0,0,móvil,sur,1042.89
C000121,37.0,28.84,11,1,7.17,3.0,0,0,escritorio,norte,326.1
C000122,35.0,27.82,4,0,6.89,5.0,0,0,escritorio,oeste,0.0
C000123,42.0,41.22,14,2,8.66,2.0,0,0,móvil,este,407.24
C000124,38.0,26.93,6,0,8.05,3.0,0,0,escritorio,oeste,0.0
C000125,29.0,38.44,11,0,7.25,2.0,0,0,móvil,norte,0.0
C000126,54.0,34.73,16,1,9.13,4.0,0,0,móvil,sur,263.27
C000127,47.0,22.5,18,2,8.46,3.0,0,0,móvil,oeste,202.61
C000128,41.0,43.74,8,2,8.27,5.0,0,0,escritorio,norte,876.27
C000129,34.0,29.1,12,0,6.74,2.0,0,0,escritorio,sur,0.0
C000130,40.0,59.85,7,0,10.68,3.0,0,0,tablet,este,256.1
C000131,38.0,31.14,13,2,8.88,4.0,0,0,móvil,norte,805.01
C000132,19.0,26.2,11,4,14.38,3.0,0,0,móvil,oeste,754.94
C000133,18.0,47.23,6,2,15.79,3.0,0,0,tablet,sur,665.83
C000134,33.0,34.16,16,1,7.39,3.0,0,0,móvil,norte,0.0
C000135,36.0,66.81,7,0,8.13,1.0,0,1,tablet,este,0.0
C000136,26.0,34.49,14,1,12.02,,0,0,móvil,este,89.17
C000137,31.0,24.01,15,6,13.31,4.0,1,0,móvil,este,3060.37
C000138,33.0,40.39,16,0,8.39,3.0,0,0,móvil,sur,0.0
C000139,38.0,15.31,13,2,9.01,3.0,0,0,escritorio,sur,325.97
C000140,45.0,71.18,15,3,12.24,2.0,0,0,móvil,norte,1078.24
C000141,35.0,53.04,10,2,9.32,4.0,0,0,móvil,este,480.95
C000142,20.0,30.36,15,3,7.74,5.0,0,1,móvil,sur,273.01
C000143,45.0,50.34,14,0,8.41,3.0,0,1,móvil,este,8.35
C000144,37.0,23.79,10,3,7.39,3.0,0,1,escritorio,sur,531.76
C000145,33.0,26.36,8,0,7.98,4.0,0,0,tablet,sur,0.0
C000146,37.0,41.12,6,1,12.82,3.0,0,1,escritorio,oeste,0.0
C000147,28.0,23.66,17,1,8.93,2.0,0,1,móvil,oeste,0.0
C000148,46.0,32.15,21,2,11.17,3.0,1,0,móvil,oeste,986.59
C000149,36.0,43.32,15,2,8.92,4.0,0,0,móvil,oeste,952.25
C000150,36.0,30.11,8,0,8.22,3.0,0,0,escritorio,este,334.92
C000151,26.0,32.25,14,3,15.03,3.0,1,0,móvil,este,1024.18
C000152,31.0,43.69,14,3,11.88,1.0,1,1,móvil,este,926.91
C000153,36.0,34.09,17,5,7.19,3.0,0,0,móvil,sur,1345.87
C000154,27.0,26.98,8,0,9.12,2.0,0,0,escritorio,este,100.49
C000155,40.0,24.15,9,3,11.76,3.0,0,0,escritorio,este,1827.44
C000156,30.0,24.54,11,2,11.21,3.0,0,1,tablet,norte,460.35
C000157,19.0,38.27,11,3,7.55,4.0,0,0,móvil,norte,1692.06
C000158,33.0,38.17,8,0,8.45,2.0,0,0,escritorio,sur,0.0
C000159,22.0,38.1,11,2,9.36,3.0,0,1,móvil,sur,0.0
C000160,18.0,77.24,13,3,8.24,4.0,0,0,móvil,este,1183.37
C000161,18.0,40.38,8,1,10.65,3.0,0,0,escritorio,oeste,356.13
C000162,40.0,28.94,14,3,12.64,5.0,1,0,móvil,sur,327.44
C000163,19.0,33.58,12,3,16.24,4.0,1,0,móvil,este,1241.57
C000164,18.0,29.1,18,1,7.11,3.0,0,0,móvil,oeste,229.08
C000165,43.0,64.49,12,2,12.75,1.0,1,1,móvil,oeste,378.29
C000166,27.0,27.02,25,5,12.74,2.0,1,0,móvil,este,2486.44
C000167,40.0,65.44,13,0,10.36,2.0,0,1,móvil,norte,4.09
C000168,35.0,37.7,13,1,14.66,3.0,0,0,móvil,este,144.16
C000169,20.0,33.47,8,1,8.79,3.0,0,0,escritorio,este,299.66
C000170,18.0,47.47,10,0,7.86,4.0,0,0,escritorio,norte,0.0
C000171,29.0,31.48,8,0,8.82,3.0,0,0,escritorio,sur,12.31
C000172,27.0,24.98,10,0,11.51,2.0,0,0,escritorio,sur,0.0
C000173,18.0,53.91,8,2,8.63,3.0,0,0,escritorio,sur,0.0
C000174,50.0,52.43,12,3,14.57,3.0,0,1,móvil,sur,322.84
C000175,29.0,45.32,12,3,8.18,1.0,0,0,móvil,sur,934.55
C000176,57.0,40.92,14,1,9.53,3.0,0,0,escritorio,este,463.37
C000177,48.0,26.62,9,0,6.33,3.0,0,0,móvil,este,29.98
C000178,28.0,39.26,8,1,7.19,4.0,0,0,móvil,este,303.31
C000179,57.0,73.98,13,3,12.08,5.0,0,0,móvil,sur,1496.26
C000180,24.0,28.23,12,1,7.4,3.0,0,0,móvil,oeste,293.07
C000181,45.0,60.38,17,2,13.12,2.0,0,1,móvil,norte,171.96
C000182,48.0,27.82,9,1,6.92,2.0,0,0,móvil,norte,74.52
C000183,41.0,48.25,12,1,10.89,1.0,0,0,móvil,este,717.34
C000184,18.0,29.99,12,2,7.61,4.0,0,0,tablet,oeste,1103.19
C000185,32.0,28.11,8,1,9.68,3.0,0,0,móvil,sur,547.17
C000186,42.0,19.35,10,2,15.88,,0,0,escritorio,este,439.27
C000187,36.0,41.35,6,0,16.59,2.0,0,1,móvil,este,22.19
C000188,37.0,39.86,12,1,16.87,4.0,1,0,móvil,sur,189.5
C000189,36.0,41.21,23,1,11.65,2.0,0,1,móvil,oeste,483.0
C000190,37.0,24.66,12,4,6.88,3.0,0,0,móvil,norte,2000.23
C000191,55.0,30.05,11,6,12.72,3.0,1,0,escritorio,este,1709.68
C000192,47.0,48.94,12,1,14.94,2.0,1,0,escritorio,este,485.67
C000193,35.0,34.99,11,1,12.32,3.0,1,0,escritorio,norte,570.2
C000194,32.0,46.87,16,2,6.85,2.0,0,1,móvil,oeste,43.93
C000195,18.0,32.89,11,1,12.08,2.0,1,0,escritorio,oeste,180.36
C000196,44.0,45.24,13,1,9.66,3.0,0,0,móvil,sur,465.52
C000197,39.0,51.92,12,0,10.94,2.0,0,0,móvil,oeste,49.54
C000198,18.0,32.19,14,1,11.15,2.0,0,0,móvil,oeste,300.23
C000199,47.0,52.47,16,1,13.27,3.0,0,1,móvil,oeste,193.11
C000200,22.0,44.2,11,2,11.24,4.0,0,0,escritorio,oeste,570.37
C000201,26.0,29.55,18,2,12.76,3.0,0,0,móvil,sur,1579.44
C000202,31.0,35.81,13,1,8.52,5.0,0,0,móvil,sur,405.38
C000203,37.0,26.32,19,4,8.59,4.0,0,0,móvil,este,1682.29
C000204,35.0,35.02,9,1,14.13,2.0,1,0,escritorio,oeste,146.98
C000205,32.0,45.46,14,2,9.12,4.0,0,0,móvil,oeste,814.11
C000206,29.0,28.27,15,3,7.69,4.0,0,1,móvil,norte,373.45
C000207,29.0,33.07,6,0,11.68,3.0,0,1,tablet,sur,0.0
C000208,27.0,54.84,18,5,18.29,4.0,1,0,móvil,oeste,4295.05
C000209,35.0,34.52,20,1,12.08,3.0,0,0,móvil,oeste,0.0
C000210,47.0,40.84,11,2,8.71,5.0,0,0,móvil,sur,360.37
C000211,44.0,52.46,12,1,9.99,2.0,0,0,móvil,este,770.13
C000212,33.0,41.28,12,0,9.88,3.0,0,0,móvil,norte,127.83
C000213,42.0,78.14,10,1,10.18,4.0,0,0,móvil,oeste,477.47
C000214,33.0,41.73,10,1,11.28,3.0,0,0,tablet,norte,272.04
C000215,31.0,37.08,16,4,13.57,2.0,1,0,móvil,este,2338.07
C000216,35.0,82.9,16,8,16.0,2.0,1,0,móvil,oeste,8346.28
C000217,18.0,38.86,13,0,8.49,1.0,0,0,móvil,oeste,0.0
C000218,41.0,41.51,15,4,11.78,3.0,0,0,móvil,sur,2094.68
C000219,27.0,24.02,8,0,6.66,2.0,0,0,móvil,este,0.0
C000220,35.0,22.56,12,0,8.25,2.0,0,0,escritorio,este,0.0
C000221,27.0,43.43,15,0,7.76,3.0,0,0,tablet,sur,46.72
C000222,43.0,27.89,8,0,7.88,4.0,0,0,tablet,oeste,0.0
C000223,29.0,49.93,21,1,8.88,2.0,0,0,móvil,oeste,594.15
C000224,26.0,12.18,6,0,7.95,3.0,0,0,escritorio,este,0.0
C000225,47.0,35.81,14,1,7.44,2.0,0,0,tablet,oeste,499.04
C000226,33.0,56.57,11,3,11.95,3.0,1,0,escritorio,oeste,1882.72
C000227,29.0,36.61,10,2,8.42,4.0,0,1,escritorio,sur,718.39
C000228,36.0,43.2,6,1,14.96,4.0,1,0,escritorio,sur,326.36
C000229,57.0,30.06,18,5,14.98,3.0,1,0,móvil,norte,2966.72
C000230,37.0,33.81,11,3,10.54,4.0,0,0,móvil,sur,1061.31
C000231,32.0,29.92,8,1,8.77,2.0,0,0,móvil,sur,672.81
C000232,24.0,40.1,7,2,23.87,2.0,1,1,escritorio,norte,1042.65
C000233,38.0,52.09,8,0,9.74,3.0,0,0,móvil,oeste,289.68
C000234,47.0,65.43,4,1,8.97,2.0,0,0,tablet,norte,642.85
C000235,40.0,52.1,18,3,12.39,4.0,1,0,móvil,este,2203.08
C000236,18.0,68.88,17,3,13.55,2.0,1,0,móvil,oeste,1173.21
C000237,27.0,39.73,12,1,9.65,3.0,0,0,móvil,norte,645.83
C000238,24.0,25.08,11,1,8.85,3.0,0,1,escritorio,sur,6.59
C000239,48.0,30.59,24,4,7.03,3.0,0,0,móvil,este,1950.74
C000240,20.0,107.31,12,3,10.87,3.0,0,0,móvil,este,2210.11
C000241,34.0,39.21,15,4,8.18,2.0,0,0,móvil,oeste,1814.12
C000242,46.0,43.76,8,1,10.22,4.0,0,0,escritorio,norte,753.45
C000243,53.0,29.05,14,1,8.54,3.0,0,0,móvil,oeste,0.0
C000244,29.0,73.54,9,2,14.68,3.0,1,0,móvil,este,1240.47
C000245,28.0,36.07,9,4,10.17,5.0,0,0,escritorio,sur,279.47
C000246,18.0,34.91,8,0,7.28,3.0,0,1,tablet,oeste,0.0
C000247,40.0,19.87,16,2,12.26,3.0,1,0,móvil,norte,866.78
C000248,22.0,49.07,11,3,11.7,2.0,1,0,móvil,oeste,2724.14
C000249,35.0,51.89,16,3,12.62,5.0,1,0,escritorio,este,1696.7
C000250,39.0,22.99,12,2,7.45,4.0,0,0,escritorio,este,789.71
C000251,36.0,36.44,4,0,8.35,4.0,0,0,escritorio,sur,11.73
C000252,27.0,30.05,10,1,8.31,3.0,0,0,móvil,norte,297.85
C000253,33.0,36.0,10,1,12.07,5.0,0,0,móvil,oeste,641.4
C000254,31.0,32.53,18,6,8.65,4.0,0,1,móvil,norte,1931.47
C000255,23.0,59.8,16,4,7.97,1.0,0,0,móvil,oeste,2007.68
C000256,29.0,46.48,14,2,8.54,3.0,0,0,móvil,este,602.58
C000257,18.0,34.17,14,2,11.2,2.0,1,0,móvil,sur,1491.19
C000258,30.0,33.06,12,0,12.85,3.0,0,1,escritorio,oeste,269.24
C000259,23.0,51.08,10,2,14.44,2.0,1,0,tablet,oeste,916.27
C000260,31.0,33.92,10,2,8.62,2.0,0,1,móvil,este,430.94
C000261,25.0,78.24,15,2,9.35,2.0,0,0,móvil,oeste,1112.08
C000262,38.0,27.37,2,0,6.8,2.0,0,0,escritorio,este,146.59
C000263,56.0,25.19,12,1,6.51,4.0,0,0,escritorio,sur,0.0
C000264,23.0,11.11,16,1,11.17,2.0,0,0,móvil,sur,486.56
C000265,39.0,43.3,14,3,15.08,4.0,1,0,móvil,este,1309.55
C000266,35.0,50.92,17,1,9.57,3.0,0,1,móvil,oeste,56.94
C000267,39.0,50.34,4,1,8.86,4.0,0,0,escritorio,oeste,210.98
C000268,45.0,34.08,16,2,9.44,3.0,0,0,móvil,este,1169.72
C000269,44.0,26.74,16,2,6.59,3.0,0,1,móvil,sur,482.5
C000270,28.0,36.45,11,0,10.49,3.0,0,0,móvil,oeste,0.0
C000271,20.0,38.81,15,3,8.89,3.0,0,0,móvil,oeste,503.4
C000272,18.0,43.09,12,1,10.21,5.0,0,0,escritorio,oeste,133.88
C000273,31.0,41.67,18,4,8.89,2.0,0,0,móvil,sur,1460.27
C000274,34.0,39.62,17,1,9.68,3.0,0,0,móvil,norte,0.0
C000275,22.0,51.72,7,2,14.79,4.0,1,0,escritorio,sur,534.58
C000276,28.0,28.6,9,1,14.81,4.0,1,0,móvil,norte,724.94
C000277,40.0,45.47,9,1,7.69,3.0,0,0,móvil,este,398.12
C000278,22.0,22.99,16,3,10.24,4.0,0,0,móvil,sur,696.25
C000279,26.0,31.34,11,2,8.27,3.0,0,0,escritorio,oeste,525.17
C000280,43.0,28.22,15,2,7.76,3.0,0,0,móvil,norte,960.29
C000281,22.0,50.24,14,3,9.18,2.0,0,1,móvil,este,574.39
C000282,49.0,58.21,4,1,11.75,2.0,1,0,tablet,sur,331.73
C000283,34.0,43.29,12,1,13.09,1.0,1,0,móvil,norte,16.75
C000284,31.0,60.3,10,3,8.88,2.0,0,0,escritorio,norte,2889.57
C000285,43.0,45.14,13,1,7.98,2.0,0,0,móvil,norte,960.67
C000286,25.0,67.37,14,2,7.72,3.0,0,0,tablet,este,1415.22
C000287,24.0,23.5,17,1,11.12,3.0,0,1,móvil,oeste,222.04
C000288,47.0,72.88,11,1,8.23,3.0,0,0,móvil,oeste,0.0
C000289,24.0,36.35,8,0,8.43,2.0,0,1,tablet,oeste,0.0
C000290,39.0,37.44,13,2,9.85,3.0,0,0,móvil,oeste,778.13
C000291,30.0,61.86,14,2,9.68,2.0,0,0,escritorio,norte,1004.03
C000292,26.0,55.4,15,0,9.39,5.0,0,0,móvil,norte,0.0
C000293,40.0,36.28,15,0,8.29,1.0,0,0,móvil,oeste,0.0
C000294,45.0,63.26,14,4,8.09,3.0,0,0,móvil,sur,770.75
C000295,35.0,54.75,15,3,9.14,3.0,0,0,móvil,oeste,909.96
C000296,60.0,30.57,6,1,12.23,4.0,0,0,tablet,oeste,677.66
C000297,37.0,37.49,15,1,25.47,3.0,0,0,móvil,oeste,75.3
C000298,39.0,60.0,9,0,8.21,4.0,0,0,escritorio,norte,0.0
C000299,25.0,54.56,10,4,12.46,4.0,1,0,escritorio,sur,1720.28
C000300,30.0,41.2,16,1,8.94,2.0,0,0,móvil,oeste,619.96
C000301,34.0,46.24,12,0,11.33,2.0,0,0,móvil,sur,456.09
C000302,33.0,39.71,13,2,10.88,2.0,0,0,escritorio,oeste,552.66
C000303,48.0,69.92,10,1,9.36,2.0,0,0,móvil,oeste,0.0
C000304,30.0,53.71,10,0,9.28,2.0,0,0,móvil,norte,0.0
C000305,29.0,25.51,9,0,9.34,4.0,0,1,tablet,norte,50.96
C000306,39.0,75.59,10,4,14.81,2.0,1,0,móvil,este,3217.39
C000307,47.0,44.24,7,0,10.25,2.0,0,0,tablet,norte,67.42
C000308,29.0,83.78,12,1,19.19,,1,0,móvil,norte,599.16
C000309,28.0,36.77,14,5,12.11,4.0,1,0,escritorio,sur,2207.59
C000310,25.0,101.71,15,2,17.69,3.0,1,1,móvil,oeste,1051.22
C000311,32.0,27.12,15,2,8.81,3.0,0,1,móvil,sur,0.0
C000312,45.0,61.0,11,1,7.96,2.0,0,1,escritorio,este,374.87
C000313,31.0,46.42,17,2,8.72,2.0,0,1,móvil,oeste,78.71
C000314,38.0,22.3,11,1,9.23,3.0,0,0,escritorio,sur,671.63
C000315,18.0,47.53,15,2,10.83,3.0,0,0,móvil,sur,1091.09
C000316,37.0,53.21,14,3,12.76,4.0,1,1,móvil,este,346.39
C000317,42.0,38.35,15,2,12.72,,1,1,móvil,este,252.32
C000318,24.0,29.76,17,2,7.13,2.0,0,1,móvil,oeste,115.8
C000319,26.0,45.16,17,1,8.71,2.0,0,0,móvil,este,754.7
C000320,42.0,42.45,17,3,9.88,2.0,0,0,móvil,oeste,1562.47
C000321,49.0,62.05,11,1,11.64,3.0,0,0,móvil,norte,621.41
C000322,30.0,43.13,13,3,10.02,2.0,0,0,móvil,sur,1530.99
C000323,20.0,27.31,9,1,6.78,3.0,0,0,móvil,sur,133.12
C000324,39.0,68.79,9,1,10.69,3.0,0,0,tablet,norte,582.82
C000325,29.0,71.41,11,0,9.73,4.0,0,1,móvil,sur,0.0
C000326,24.0,51.73,20,2,7.73,4.0,0,0,móvil,norte,736.88
C000327,25.0,26.31,8,0,11.47,3.0,0,0,tablet,sur,0.0
C000328,37.0,37.94,13,0,17.95,3.0,0,0,escritorio,oeste,102.51
C000329,42.0,26.85,19,4,11.37,2.0,0,0,móvil,norte,609.63
C000330,33.0,46.29,9,1,7.66,4.0,0,0,escritorio,este,939.29
C000331,34.0,27.86,19,4,15.81,2.0,0,0,móvil,este,2279.5
C000332,39.0,43.91,10,1,7.79,4.0,0,0,móvil,oeste,548.86
C000333,56.0,54.08,9,0,8.1,3.0,0,0,tablet,sur,0.0
C000334,37.0,59.65,6,0,8.99,2.0,0,0,escritorio,oeste,349.57
C000335,34.0,53.6,19,4,11.43,2.0,1,0,móvil,oeste,2651.42
C000336,30.0,33.81,13,1,10.39,2.0,0,0,móvil,norte,0.0
C000337,57.0,46.21,13,1,11.0,2.0,1,0,escritorio,sur,893.94
C000338,51.0,46.45,13,3,116.55,4.0,0,0,móvil,este,911.49
C000339,23.0,36.49,16,3,14.36,3.0,0,0,escritorio,este,1652.11
C000340,29.0,27.13,11,4,17.69,4.0,0,0,móvil,este,451.11
C000341,45.0,42.96,13,1,9.42,3.0,0,1,móvil,oeste,422.71
C000342,27.0,48.44,17,0,8.8,3.0,0,1,móvil,este,387.96
C000343,39.0,26.14,11,0,9.08,3.0,0,1,móvil,este,88.11
C000344,43.0,37.96,17,3,10.04,3.0,0,0,móvil,oeste,2154.1
C000345,22.0,38.04,12,0,7.41,4.0,0,0,móvil,este,524.36
C000346,27.0,23.93,19,5,9.78,5.0,0,0,móvil,sur,1201.79
C000347,47.0,40.68,14,3,10.55,3.0,0,1,móvil,norte,74.35
C000348,34.0,71.6,9,1,9.29,3.0,0,0,tablet,este,190.66
C000349,48.0,60.15,17,3,12.2,3.0,0,0,móvil,oeste,1308.36
C000350,39.0,58.18,15,1,9.32,2.0,0,1,móvil,oeste,92.91
