transaction_id,date,customer_id,region,channel,category,product_id,units,unit_price,discount_pct,payment_method,delivery_days,returned,satisfaction_score
24,2025-12-30,2054,Norte,Store,Grocery,16,4,35.84,0.0,Card,0,False,8.7
25,2025-11-07,2380,Centro,Store,Electronics,1029,1,56.75,0.0,Card,0,False,6.9
26,2025-09-18,1015,Centro,Store,Grocery,50,3,31.51,0.2,Card,0,False,8.9
27,2025-06-21,1255,Sur,Store,Electronics,1044,3,12.24,0.3,Card,0,False,7.7
28,2025-11-22,1939,Centro,Online,Home,2014,5,49.49,0.05,Card,6,False,8.2
29,2025-08-13,1810,Centro,Store,Electronics,1019,1,78.26,0.05,Cash,0,False,7.5
30,2025-07-06,1180,Centro,Store,Grocery,41,4,25.11,0.05,Wallet,0,False,5.7
31,2025-07-09,2077,Norte,Store,Grocery,7,3,16.84,0.1,Cash,0,False,7.7
32,2025-04-18,1088,Centro,Store,Electronics,1049,5,109.78,0.0,Card,0,False,7.6
33,2025-02-28,2486,Sur,Online,Grocery,21,4,18.59,0.0,Card,1,False,9.8
34,2025-08-16,1234,Norte,Store,Sports,4025,2,67.66,0.1,Wallet,0,False,9.1
35,2025-12-16,1668,Centro,Store,Home,2049,1,64.73,0.0,Card,0,False,10.0
36,2025-02-18,2234,Sur,Store,Home,2010,3,27.52,0.1,Wallet,0,False,8.3
37,2025-12-05,1771,Centro,Store,Grocery,9,5,37.43,0.2,Card,0,False,8.1
38,2025-11-24,2115,Centro,Online,Sports,4045,3,38.72,0.15,Card,5,False,7.6
39,2025-05-07,2055,Centro,Online,Home,2037,3,56.64,0.05,Card,6,False,7.6
40,2025-09-13,2423,Centro,Store,Electronics,1021,3,41.68,0.0,Cash,0,False,8.4
41,2025-03-27,1695,Norte,Store,Beauty,3006,2,34.14,0.0,Card,0,False,7.4
42,2025-10-29,2468,Sur,Store,Grocery,28,5,28.97,0.0,Wallet,0,False,8.0
43,2025-10-08,1775,Sur,Online,Sports,4039,1,47.37,0.0,Card,5,False,7.0
44,2025-06-04,2339,Norte,Store,Grocery,3,3,32.8,0.3,Card,0,False,8.3
45,2025-02-19,2098,Norte,Online,Beauty,3011,5,22.9,0.2,Card,3,False,10.0
46,2026-01-15,1199,Centro,Store,Sports,4018,2,36.07,0.1,Cash,0,False,
47,2025-07-07,1965,Centro,Online,Electronics,1015,3,95.13,0.1,Wallet,1,True,10.0
48,2025-12-17,2317,Centro,Store,Sports,4028,4,39.09,0.0,Wallet,0,False,8.4
49,2025-09-30,1192,Centro,Store,Grocery,50,1,21.73,0.0,Card,0,False,9.8
50,2025-11-06,2257,Centro,Store,Home,2035,2,27.33,0.0,Cash,0,False,7.9
51,2025-10-30,1158,Centro,Store,Electronics,1026,4,57.09,0.2,Wallet,0,False,8.9
52,2025-04-07,2306,Norte,Online,Electronics,1048,1,38.72,0.15,Transfer,1,False,7.9
53,2025-06-07,2183,Norte,Store,Electronics,1041,2,95.63,0.0,Card,0,True,9.7
54,2025-07-15,1227,Centro,Store,Home,2030,3,35.11,0.0,Wallet,0,True,7.0
55,2025-07-26,2089,Sur,Online,Home,2003,5,22.54,0.0,Card,4,False,7.1
56,2025-02-10,1175,Centro,Store,Grocery,14,1,25.44,0.0,Card,0,False,8.6
57,2025-08-13,1852,Centro,Store,Electronics,1047,3,26.75,0.0,Card,0,False,7.7
58,2025-03-23,2385,Sur,Store,Grocery,28,4,17.22,0.0,Wallet,0,False,10.0
59,2025-10-24,1308,Centro,Store,Home,2047,2,70.82,0.2,Wallet,0,False,8.7
60,2025-10-02,1260,Centro,Online,Grocery,4,3,14.29,0.0,Wallet,2,False,10.0
61,2025-12-28,1634,Norte,Store,Electronics,1010,3,67.35,0.05,Card,0,False,8.6
62,2025-10-24,1552,Centro,Online,Sports,4008,5,95.66,0.0,Card,6,False,8.0
63,2025-06-08,1072,Centro,Store,Sports,4005,4,53.38,0.0,Card,0,False,8.6
64,2026-01-14,1683,Sur,Store,Home,2018,3,33.89,0.0,Card,0,False,8.6
65,2025-06-24,1389,Centro,Online,Grocery,50,1,3.5,0.15,Card,6,False,8.5
66,2025-05-24,1186,Centro,Online,Home,2002,2,47.31,0.0,Card,3,False,8.6
67,2025-12-22,1414,Norte,Online,Electronics,1047,5,47.13,0.1,Wallet,4,False,7.0
68,2025-06-10,1030,Sur,Store,Grocery,4,3,35.03,0.0,Card,0,False,8.3
69,2025-02-22,2372,Norte,Store,Sports,4001,2,33.39,0.2,Card,0,False,8.0
70,2025-07-16,2491,Centro,Online,Grocery,1,4,31.49,0.0,Card,1,False,7.6
71,2025-11-12,1551,Centro,Online,Electronics,1039,5,118.86,0.15,Cash,4,False,6.0
72,2025-04-05,2314,Norte,Store,Home,2010,1,57.29,0.1,Cash,0,False,6.7
73,2025-07-13,1692,Centro,Store,Sports,4006,5,19.52,0.2,Card,0,False,7.9
74,2025-03-14,2368,Norte,Online,Beauty,3042,2,37.44,0.3,Transfer,7,False,7.2
75,2025-10-03,1259,Centro,Store,Grocery,33,3,40.14,0.05,Card,0,False,10.0
76,2025-07-18,1426,Sur,Online,Beauty,3018,2,11.38,0.1,Cash,6,False,7.0
77,2025-05-26,2109,Centro,Online,Sports,4039,1,84.44,0.05,Cash,5,False,6.0
78,2025-04-18,1330,Sur,Store,Beauty,3046,2,38.28,0.2,Wallet,0,False,6.7
79,2025-08-20,2235,Norte,Store,Grocery,27,5,35.26,0.1,Card,0,False,8.1
80,2025-09-27,1638,Centro,Store,Home,2045,5,37.19,0.15,Card,0,False,9.2
81,2026-01-04,1605,Sur,Online,Beauty,3018,2,36.75,0.0,Card,2,False,9.2
82,2025-07-04,1679,Sur,Online,Grocery,44,4,16.73,0.0,Card,6,False,7.4
83,2025-03-25,2196,Centro,Store,Home,2033,4,74.63,0.0,Card,0,False,10.0
84,2025-11-25,1008,Centro,Store,Home,2011,3,79.5,0.1,Card,0,False,7.6
85,2025-09-12,2126,Sur,Store,Home,2032,5,86.5,0.15,Card,0,False,6.8
86,2025-10-08,2168,Sur,Online,Grocery,18,1,5.75,0.0,Card,1,False,7.6
87,2025-03-02,2231,Centro,Store,Grocery,4,5,32.15,0.05,Wallet,0,False,
88,2025-05-20,2495,Norte,Online,Home,2024,3,52.56,0.05,Card,4,False,
89,2025-11-02,2173,Norte,Store,Grocery,4,1,19.11,0.1,Card,0,False,7.9
90,2025-11-25,1793,Centro,Store,Grocery,22,4,32.7,0.0,Card,0,False,10.0
91,2025-07-03,1699,Centro,Store,Electronics,1045,5,25.45,0.0,Transfer,0,False,7.0
92,2025-11-15,1582,Norte,Online,Grocery,4,2,46.54,0.15,Cash,5,False,10.0
93,2025-11-29,2240,Norte,Online,Home,2034,3,13.64,0.0,Card,3,False,
94,2025-06-16,1589,Centro,Store,Sports,4012,5,53.41,0.1,Card,0,False,10.0
95,2025-12-19,1858,Centro,Store,Electronics,1030,3,97.57,0.0,Card,0,True,8.1
96,2025-05-11,1144,Centro,Online,Grocery,32,2,20.45,0.0,Cash,7,False,6.9
97,2025-04-23,1475,Centro,Online,Grocery,38,4,45.29,0.0,Card,2,False,
98,2025-10-02,1399,Norte,Store,Home,2034,1,7.87,0.0,Transfer,0,False,8.1
99,2025-09-15,1652,Sur,Online,Electronics,1013,2,71.01,0.3,Card,2,False,7.6
100,2025-03-18,1753,Centro,Online,Sports,4019,5,11.57,0.05,Card,3,False,9.9
101,2025-11-25,2074,Norte,Store,Home,2029,1,28.69,0.0,Transfer,0,False,7.8
102,2025-04-08,1647,Centro,Store,Electronics,1015,3,56.0,0.15,Card,0,False,6.0
103,2025-11-15,1225,Centro,Store,Electronics,1043,4,54.02,0.0,Card,0,False,7.9
104,2025-01-28,1817,Centro,Store,Home,2030,3,69.16,0.05,Card,0,False,7.9
105,2025-11-12,1082,Centro,Online,Grocery,35,2,13.23,0.1,Card,6,False,7.3
106,2025-11-09,2273,Centro,Store,Electronics,1034,5,21.64,0.15,Card,0,False,8.3
107,2025-11-06,2155,Centro,Store,Grocery,18,5,22.57,0.0,Card,0,False,8.5
108,2025-09-25,1337,Norte,Store,Home,2036,5,46.24,0.1,Cash,0,False,10.0
109,2025-07-17,1394,Centro,Online,Home,2033,1,53.96,0.0,Card,2,False,8.7
110,2025-10-10,1041,Norte,Store,Beauty,3041,5,54.69,0.05,Cash,0,False,5.7
111,2025-05-07,1546,Centro,Store,Grocery,17,3,3.5,0.0,Card,0,False,6.9
112,2025-11-06,1057,Centro,Store,Sports,4030,4,84.47,0.15,Cash,0,False,7.8
113,2025-08-16,2404,Centro,Online,Home,2045,2,27.8,0.1,Card,1,False,8.9
114,2025-07-12,1201,Norte,Store,Beauty,3019,3,31.49,0.1,Card,0,False,8.6
115,2025-07-29,1989,Centro,Store,Home,2042,4,44.46,0.0,Transfer,0,False,7.0
116,2025-08-21,1855,Centro,Online,Beauty,3018,3,4.5,0.0,Card,7,False,8.3
117,2025-02-08,1355,Centro,Store,Home,2007,3,35.44,0.0,Transfer,0,False,8.9
118,2025-03-18,2212,Centro,Online,Grocery,2,2,40.5,0.0,Card,7,True,7.6
119,2025-04-25,1163,Norte,Store,Electronics,1025,5,92.46,0.0,Transfer,0,False,7.6
120,2025-03-08,2330,Centro,Online,Sports,4021,1,37.19,0.0,Wallet,7,False,8.4
121,2025-07-05,2110,Centro,Store,Electronics,1013,2,78.9,0.0,Card,0,False,8.5
122,2025-09-26,1952,Centro,Store,Beauty,3044,5,43.48,0.15,Card,0,False,6.4
123,2025-09-21,2319,Norte,Store,Sports,4042,3,42.41,0.1,Wallet,0,False,9.2
124,2025-07-16,1604,Sur,Online,Grocery,32,1,34.21,0.15,Card,4,False,7.9
125,2025-12-04,1422,Sur,Online,Sports,4039,1,30.71,0.15,Card,6,False,8.4
126,2025-08-20,1231,Sur,Store,Electronics,1030,5,41.37,0.0,Card,0,False,5.6
127,2025-02-23,2386,Norte,Store,Grocery,33,5,24.26,0.2,Card,0,False,8.0
128,2025-11-01,1602,Centro,Store,Home,2012,2,5.5,0.1,Cash,0,False,7.5
129,2025-08-23,2244,Norte,Store,Beauty,3001,2,47.23,0.15,Card,0,False,9.6
130,2025-09-14,1498,Sur,Store,Electronics,1030,2,74.69,0.2,Wallet,0,False,7.9
131,2025-08-20,2432,Centro,Online,Grocery,6,5,25.2,0.15,Card,6,False,7.7
132,2025-08-16,2305,Norte,Store,Home,2010,1,59.77,0.05,Cash,0,False,8.0
133,2025-02-28,1462,Centro,Online,Beauty,3026,1,42.27,0.05,Card,5,False,8.2
134,2025-08-18,1730,Sur,Store,Home,2018,2,65.06,0.05,Cash,0,False,8.2
135,2025-11-12,2190,Sur,Online,Electronics,1020,5,123.19,0.2,Card,2,False,7.4
136,2025-05-16,1339,Centro,Store,Electronics,1030,1,82.71,0.0,Wallet,0,False,8.8
137,2025-09-03,1035,Centro,Store,Home,2043,2,29.75,0.0,Transfer,0,False,8.2
138,2025-02-06,1433,Sur,Online,Grocery,3,1,37.13,0.0,Card,7,False,7.0
139,2025-06-01,1885,Sur,Store,Beauty,3014,2,24.39,0.0,Card,0,False,7.7
140,2025-07-04,1204,Sur,Online,Grocery,16,4,18.4,0.1,Card,5,False,8.7
141,2026-01-19,1500,Centro,Online,Electronics,1013,1,62.52,0.15,Card,7,False,7.9
142,2025-04-14,2377,Centro,Online,Sports,4005,3,73.02,0.0,Transfer,37,False,2.9
143,2025-05-06,1112,Sur,Online,Home,2014,1,58.85,0.0,Wallet,5,False,7.7
144,2025-06-24,1075,Norte,Store,Beauty,3009,1,50.35,0.0,Cash,0,False,10.0
145,2026-01-23,1635,Centro,Store,Grocery,44,3,29.55,0.1,Cash,0,False,7.4
146,2025-12-03,1019,Norte,Online,Electronics,1018,2,90.45,0.0,Card,1,False,8.3
147,2025-02-07,1041,Centro,Store,Beauty,3018,4,45.73,0.0,Card,0,False,
148,2025-04-21,1274,Sur,Store,Sports,4035,1,33.13,0.0,Card,0,False,7.7
149,2025-11-21,1153,Norte,Store,Home,2030,1,55.65,0.05,Card,0,False,8.0
150,2025-02-16,2216,Centro,Online,Grocery,14,5,27.95,0.0,Cash,2,False,8.7
151,2025-12-04,1184,Norte,Store,Grocery,15,3,22.9,0.1,Card,0,False,7.6
152,2025-05-08,1785,Sur,Store,Beauty,3002,5,30.22,0.2,Cash,0,False,10.0
153,2025-12-26,2057,Sur,Online,Home,2011,1,33.06,0.0,Card,6,True,5.2
154,2025-05-13,1938,Centro,Online,Grocery,20,2,24.46,0.05,Transfer,5,False,
155,2025-07-03,1980,Centro,Store,Electronics,1022,4,71.74,0.2,Cash,0,False,6.4
156,2025-09-24,1536,Norte,Store,Grocery,12,2,36.38,0.15,Card,0,False,8.4
157,2025-03-13,2333,Sur,Online,Grocery,44,2,47.02,0.15,Transfer,1,False,9.4
158,2025-08-17,1103,Centro,Store,Sports,4039,1,60.28,0.0,Cash,0,False,8.6
159,2025-07-29,1160,Norte,Online,Home,2022,2,46.32,0.0,Transfer,5,False,6.3
160,2025-11-08,2284,Sur,Online,Grocery,42,4,3.5,0.3,Cash,4,True,9.0
161,2026-01-24,1102,Norte,Store,Sports,4016,2,100.25,0.0,Card,0,False,9.5
162,2025-09-25,1287,Centro,Store,Sports,4034,1,32.71,0.0,Cash,0,False,7.8
163,2025-06-24,1259,Norte,Store,Sports,4040,4,33.41,0.0,Card,0,False,8.3
164,2025-06-23,1049,Centro,Store,Beauty,3031,4,56.48,0.0,Transfer,0,False,8.4
165,2025-06-27,1175,Norte,Online,Sports,4016,3,24.21,0.05,Card,6,False,5.7
166,2025-11-19,1859,Norte,Store,Grocery,37,2,32.68,0.1,Card,0,False,7.3
167,2025-05-23,1991,Centro,Online,Sports,4006,4,38.0,0.0,Card,1,False,8.1
168,2025-03-27,1124,Sur,Online,Electronics,1019,4,63.81,0.0,Card,3,False,9.6
169,2025-05-28,2413,Norte,Store,Grocery,43,3,28.63,0.05,Card,0,False,7.4
170,2025-02-03,1143,Centro,Store,Grocery,33,2,12.96,0.15,Cash,0,False,8.0
171,2025-03-05,2030,Centro,Store,Grocery,18,3,26.44,0.15,Card,0,False,9.3
172,2025-02-27,2200,Sur,Store,Beauty,3021,1,52.62,0.0,Card,0,False,9.0
173,2025-11-03,1781,Norte,Online,Sports,4021,1,46.39,0.0,Card,5,False,9.4
174,2025-10-16,1737,Centro,Store,Grocery,22,2,72.08,0.2,Card,0,False,9.1
175,2025-10-07,1163,Sur,Store,Beauty,3012,3,37.48,0.0,Card,0,False,8.6
176,2025-07-13,1362,Centro,Store,Beauty,3040,4,16.62,0.0,Card,0,False,8.6
177,2025-10-14,2275,Centro,Store,Grocery,5,2,21.43,0.0,Card,0,False,
178,2025-03-25,1522,Sur,Online,Beauty,3040,4,4.66,0.0,Cash,3,False,7.2
179,2025-12-20,1051,Centro,Online,Grocery,28,2,41.58,0.15,Card,3,False,8.8
180,2025-07-27,2093,Centro,Online,Grocery,21,3,48.23,0.0,Card,2,False,7.5
181,2026-01-03,2025,Centro,Online,Home,2040,1,60.69,0.0,Card,4,False,7.4
182,2025-03-22,1099,Sur,Online,Sports,4047,2,29.85,0.1,Card,5,False,8.0
183,2025-07-26,1076,Sur,Store,Grocery,22,1,17.01,0.0,Card,0,False,8.2
184,2025-10-07,1174,Centro,Online,Grocery,28,4,37.28,0.15,Card,3,False,7.2
185,2025-07-25,1076,Centro,Store,Home,2023,4,33.69,0.0,Transfer,0,False,8.0
186,2025-07-07,1924,Centro,Store,Beauty,3025,1,22.06,0.0,Cash,0,False,8.1
187,2025-03-27,1198,Norte,Online,Sports,4018,2,26.99,0.15,Card,37,False,5.2
188,2025-06-14,1910,Norte,Online,Electronics,1026,4,132.56,0.0,Cash,2,False,8.0
189,2025-04-23,1264,Norte,Online,Beauty,3002,4,28.48,0.0,Card,1,False,8.6
190,2025-05-16,2458,Norte,Store,Home,2039,4,60.47,0.1,Card,0,False,8.6
191,2025-10-02,2088,Centro,Online,Grocery,5,4,34.92,0.0,Cash,2,False,7.3
192,2025-09-13,1561,Norte,Store,Home,2049,1,27.2,0.0,Cash,0,False,
193,2025-09-04,1643,Norte,Store,Grocery,20,4,28.51,0.05,Card,0,False,5.2
194,2025-06-07,1097,Centro,Online,Beauty,3035,5,19.78,0.1,Card,4,False,10.0
195,2026-01-11,1082,Norte,Store,Grocery,2,3,46.24,0.1,Cash,0,False,10.0
196,2025-02-26,1806,Norte,Online,Grocery,18,5,16.52,0.0,Card,3,False,8.1
197,2025-05-31,1034,Norte,Online,Sports,4048,5,55.89,0.05,Cash,2,False,7.3
198,2025-03-10,1957,Norte,Online,Sports,4026,5,37.33,0.2,Card,2,False,8.6
199,2025-05-29,1573,Centro,Store,Electronics,1023,5,42.03,0.2,Transfer,0,False,6.6
200,2026-01-12,1209,Sur,Store,Beauty,3016,1,53.45,0.1,Wallet,0,True,8.6
201,2025-06-08,1803,Sur,Online,Sports,4035,2,36.74,0.05,Wallet,5,False,8.3
202,2025-12-23,1829,Sur,Online,Grocery,33,5,4.95,0.1,Card,3,False,7.1
203,2025-07-25,2119,Centro,Store,Home,2027,1,52.4,0.2,Card,0,False,6.8
204,2025-10-08,1296,Sur,Store,Grocery,50,1,19.09,0.0,Card,0,False,5.3
205,2025-07-11,1821,Centro,Store,Beauty,3028,2,38.55,0.0,Card,0,False,8.7
206,2025-05-03,2267,Centro,Online,Grocery,44,2,38.79,0.0,Transfer,5,False,5.8
207,2025-10-31,1404,Centro,Store,Beauty,3024,4,41.78,0.2,Cash,0,False,7.7
208,2026-01-14,2252,Centro,Online,Grocery,24,3,39.2,0.15,Cash,5,True,6.5
209,2025-05-02,2085,Centro,Store,Electronics,1030,4,29.94,0.0,Wallet,0,True,6.4
210,2025-11-06,1644,Norte,Store,Beauty,3018,2,55.42,0.15,Cash,0,False,6.6
211,2025-05-01,2324,Sur,Online,Grocery,40,3,24.25,0.1,Wallet,3,False,8.0
212,2025-10-14,2450,Norte,Online,Sports,4023,2,17.18,0.15,Cash,6,False,7.6
213,2025-11-09,1355,Centro,Store,Grocery,14,5,3.5,0.15,Card,0,False,8.0
214,2025-07-09,2469,Sur,Store,Home,2016,5,37.89,0.0,Card,0,False,10.0
215,2025-10-21,1003,Centro,Online,Beauty,3017,5,23.26,0.0,Wallet,3,False,10.0
216,2025-05-05,1193,Norte,Store,Grocery,50,1,18.29,0.0,Card,0,False,8.0
217,2025-02-23,1064,Centro,Store,Home,2016,1,50.62,0.1,Card,0,False,9.2
218,2025-03-02,1551,Centro,Online,Home,2011,3,78.06,0.1,Cash,5,False,7.1
219,2025-07-08,2405,Sur,Store,Home,2035,4,26.15,0.05,Card,0,False,6.4
220,2025-12-21,1900,Centro,Online,Home,2041,5,45.82,0.05,Card,3,False,8.4
221,2025-03-13,1924,Centro,Store,Electronics,1022,4,53.6,0.05,Card,0,False,6.5
222,2025-07-11,1127,Centro,Online,Grocery,21,2,15.56,0.0,Cash,3,False,9.2
223,2025-10-09,1774,Centro,Online,Grocery,31,2,15.2,0.15,Cash,7,False,7.4
224,2025-04-09,1573,Centro,Online,Sports,4033,5,83.47,0.05,Wallet,7,False,7.1
225,2025-10-16,1719,Norte,Online,Electronics,1006,4,72.43,0.15,Transfer,6,False,6.4
226,2025-05-17,1391,Norte,Online,Grocery,47,5,25.6,0.0,Transfer,6,False,7.6
227,2025-11-17,1302,Norte,Store,Grocery,19,2,19.37,0.0,Transfer,0,False,7.7
228,2025-08-25,2428,Centro,Store,Beauty,3030,2,37.09,0.0,Card,0,False,6.3
229,2025-08-13,1837,Sur,Store,Home,2003,4,31.37,0.0,Wallet,0,False,7.9
230,2025-03-31,1617,Centro,Online,Grocery,31,3,52.32,0.1,Wallet,6,True,6.4
231,2025-07-14,1110,Centro,Store,Sports,4006,5,53.44,0.1,Card,0,False,8.8
232,2025-12-04,2144,Sur,Store,Sports,4002,1,51.01,0.0,Transfer,0,False,7.6
233,2025-02-02,1708,Norte,Store,Sports,4048,4,50.52,0.0,Card,0,True,6.9
234,2025-10-29,1580,Norte,Online,Home,2007,5,69.89,0.1,Cash,4,False,
235,2025-07-24,2000,Sur,Store,Electronics,1038,3,71.28,0.3,Card,0,True,6.4
236,2025-10-15,1197,Sur,Store,Grocery,28,1,22.0,0.0,Wallet,0,False,7.7
237,2025-09-25,1799,Centro,Online,Electronics,1013,1,77.22,0.1,Wallet,4,True,6.9
238,2025-07-02,2294,Norte,Online,Home,2019,3,59.67,0.0,Transfer,7,False,7.1
239,2025-05-18,1695,Sur,Online,Grocery,8,4,42.91,0.05,Card,4,False,7.4
240,2025-09-11,1000,Sur,Store,Electronics,1031,4,78.97,0.05,Card,0,False,9.4
241,2025-03-18,1344,Centro,Online,Home,2042,1,48.54,0.05,Card,3,False,7.9
242,2025-08-27,1083,Norte,Store,Beauty,3020,4,52.08,0.05,Wallet,0,False,9.2
243,2025-03-01,1750,Centro,Store,Grocery,47,5,3.5,0.05,Card,0,False,6.3
244,2025-09-20,1546,Sur,Store,Sports,4009,4,49.91,0.15,Card,0,False,10.0
245,2025-09-12,1198,Sur,Store,Electronics,1048,2,53.06,0.0,Card,0,False,8.6
246,2025-02-25,2030,Centro,Online,Home,2040,1,45.15,0.0,Wallet,5,False,7.5
247,2025-10-29,1264,Centro,Store,Sports,4004,3,55.68,0.0,Wallet,0,False,9.1
248,2025-06-26,1512,Centro,Online,Grocery,43,4,43.69,0.15,Wallet,6,False,9.5
249,2025-11-09,2481,Centro,Online,Sports,4004,5,18.09,0.0,Card,6,False,6.6
250,2025-02-10,1099,Centro,Store,Beauty,3049,4,24.35,0.0,Wallet,0,False,5.8
251,2025-04-01,1371,Norte,Store,Sports,4034,3,28.79,0.0,Wallet,0,False,8.5
252,2025-07-25,1476,Norte,Online,Electronics,1011,3,52.34,0.0,Wallet,4,False,5.9
253,2025-04-04,1763,Sur,Store,Grocery,46,1,10.74,0.1,Card,0,False,7.0
254,2025-05-26,1367,Norte,Store,Grocery,16,4,54.93,0.05,Card,0,False,
255,2025-09-24,2455,Norte,Store,Beauty,3006,4,50.11,0.0,Transfer,0,False,6.9
256,2025-03-19,1008,Sur,Store,Grocery,15,1,18.23,0.0,Card,0,False,6.6
257,2025-09-30,2422,Centro,Store,Grocery,44,2,28.2,0.2,Card,0,False,9.0
258,2025-03-04,1802,Norte,Online,Sports,4047,1,38.61,0.05,Card,4,False,8.7
259,2025-03-30,1057,Centro,Store,Electronics,1047,5,77.06,0.15,Wallet,0,False,9.9
260,2025-08-28,1174,Sur,Store,Grocery,30,1,18.33,0.0,Card,0,False,6.4
261,2025-11-11,1154,Centro,Online,Beauty,3010,3,11.33,0.05,Card,3,False,7.5
262,2025-03-29,1431,Centro,Online,Grocery,47,2,20.79,0.0,Cash,3,False,
263,2025-05-15,1499,Centro,Online,Home,2027,5,71.35,0.0,Card,3,False,7.4
264,2025-12-29,1961,Norte,Store,Grocery,45,2,9.29,0.0,Card,0,False,9.8
265,2026-01-22,1466,Centro,Online,Electronics,1005,5,107.55,0.0,Card,6,False,7.0
266,2025-08-26,2087,Norte,Store,Grocery,13,1,35.06,0.2,Cash,0,False,
267,2025-07-08,1440,Centro,Store,Beauty,3012,1,29.53,0.0,Card,0,False,7.8
268,2025-06-01,1395,Norte,Online,Electronics,1022,3,96.3,0.0,Cash,4,False,9.2
269,2025-09-06,1413,Norte,Store,Grocery,43,3,30.63,0.05,Cash,0,False,8.7
270,2025-08-29,1493,Norte,Online,Sports,4021,4,6.0,0.2,Card,1,False,7.6
271,2025-05-13,2256,Sur,Online,Beauty,3031,3,29.45,0.2,Card,7,False,6.5
272,2025-02-03,1370,Norte,Store,Home,2025,3,36.57,0.0,Card,0,False,8.3
273,2025-03-22,1409,Norte,Store,Sports,4048,2,79.21,0.3,Card,0,False,8.6
274,2026-01-10,2435,Norte,Store,Grocery,50,5,22.95,0.0,Card,0,False,8.5
275,2025-06-27,1980,Centro,Store,Home,2044,3,39.82,0.1,Card,0,False,8.2
276,2025-07-21,1285,Centro,Online,Sports,4009,2,22.92,0.15,Cash,2,False,8.4
277,2025-07-15,2302,Sur,Online,Home,2043,1,42.75,0.2,Card,4,False,7.0
278,2025-11-07,1274,Centro,Online,Grocery,39,3,13.02,0.0,Card,4,False,
279,2025-02-18,1243,Centro,Online,Beauty,3018,3,53.59,0.15,Wallet,6,False,7.4
280,2025-02-25,1667,Centro,Store,Grocery,12,1,22.7,0.1,Cash,0,False,6.9
281,2025-05-06,2036,Norte,Store,Grocery,50,5,12.99,0.0,Card,0,False,8.2
282,2025-07-22,1283,Sur,Store,Beauty,3037,4,55.85,0.15,Card,0,False,8.2
283,2025-09-27,2129,Sur,Online,Grocery,13,2,11.54,0.2,Wallet,6,False,6.1
284,2025-07-24,1235,Norte,Store,Grocery,11,4,31.22,0.05,Wallet,0,False,9.3
285,2025-07-06,2172,Centro,Store,Electronics,1030,1,23.81,0.15,Card,0,False,7.7
286,2026-01-03,1143,Norte,Store,Electronics,1027,1,81.49,0.1,Wallet,0,False,
287,2025-03-25,1696,Centro,Store,Electronics,1042,4,106.59,0.15,Cash,0,False,7.3
288,2025-08-22,1960,Sur,Online,Beauty,3034,1,25.5,0.1,Card,6,False,7.4
289,2025-08-11,1398,Sur,Online,Home,2041,5,20.64,0.1,Transfer,3,False,10.0
290,2025-07-17,1918,Centro,Store,Beauty,3022,1,17.39,0.0,Card,0,False,8.8
291,2025-11-16,2032,Centro,Store,Grocery,49,4,27.3,0.0,Cash,0,False,7.9
