week,customer_id,region,segment,channel,device,age,income_usd,is_premium,temperature_c,ice_cream_sales,drownings,marketing_spend_usd,sessions,pages_viewed,time_on_site_sec,discount_pct,converted,orders,avg_order_value_usd,revenue_usd,delivery_time_days,support_tickets,satisfaction_1_5,churn_risk
2025-01-13,388,Sur,SMB,Paid Search,Mobile,18,42815.28,0,23.66,597,7.49,126.55,10,26,633,19.31,0,0,102.55,0.0,2.22,0,3,0.5868
2025-01-13,409,Oriente,SMB,Paid Search,Mobile,41,45847.89,0,24.66,647,7.2,103.71,9,24,775,10.45,0,0,125.35,0.0,3.21,1,3,0.7992
2025-01-13,499,Oriente,Enterprise,Paid Search,Mobile,55,28068.51,0,28.65,687,8.22,496.45,19,44,1176,7.79,1,3,71.66,214.97,3.07,0,3,0.8621
2025-01-13,508,Sur,Enterprise,Social,Mobile,33,41412.89,0,25.93,600,7.26,372.44,20,79,974,9.92,0,0,114.55,0.0,3.76,2,2,0.8914
2025-01-13,629,Norte,SMB,Social,Mobile,31,32949.44,0,25.51,599,7.47,82.04,6,22,492,12.37,0,0,61.24,0.0,2.26,0,2,0.8385
2025-01-13,639,Norte,SMB,Referidos,Desktop,51,33477.77,0,28.23,704,7.07,49.13,10,37,1060,5.61,0,0,85.29,0.0,2.37,0,3,0.8524
2025-01-13,644,Sur,Enterprise,Orgánico,Mobile,18,22014.9,0,27.68,661,8.39,235.85,14,68,1473,14.44,0,0,15.0,0.0,3.28,0,3,0.6791
2025-01-13,730,Oriente,SMB,Orgánico,Mobile,47,20023.98,0,25.99,621,7.16,29.76,2,10,161,11.5,0,0,95.16,0.0,4.61,0,2,0.8622
2025-01-13,914,Occidente,SMB,Orgánico,Mobile,41,28076.26,0,26.07,542,6.09,130.78,9,26,382,5.92,0,0,102.07,0.0,2.32,2,2,0.8296
2025-01-13,975,Norte,SMB,Paid Search,Desktop,27,27202.9,0,26.15,631,5.52,147.56,13,36,545,0.0,1,1,120.56,120.56,1.22,0,4,0.417
2025-01-13,994,Sur,Enterprise,Referidos,Desktop,18,32325.49,0,30.02,723,8.33,78.58,12,40,783,34.03,1,2,93.58,187.16,1.69,1,4,0.6397
2025-01-13,995,Sur,SMB,Email,Tablet,33,20146.8,1,28.38,691,7.36,68.89,14,42,1248,5.82,0,0,136.59,0.0,3.25,0,3,0.6646
2025-01-13,1012,Oriente,Enterprise,Email,Mobile,27,25772.46,1,28.93,698,9.16,346.19,15,44,1132,8.9,0,0,178.92,0.0,4.63,0,3,0.8087
2025-01-13,1017,Sur,SMB,Paid Search,Mobile,49,70618.34,0,26.82,660,4.91,90.08,7,18,250,5.49,0,0,76.08,0.0,3.58,0,2,0.7993
2025-01-13,1036,Norte,SMB,Orgánico,Mobile,34,44471.69,0,30.67,732,6.02,104.44,9,39,436,0.0,0,0,79.24,0.0,0.76,0,4,0.4715
2025-01-13,1073,Oriente,SMB,Orgánico,Desktop,47,34139.66,1,24.6,594,7.83,56.14,11,22,492,1.76,0,0,124.28,0.0,1.85,0,4,0.4718
2025-01-13,1076,Centro,Enterprise,Paid Search,Mobile,31,28892.88,1,26.27,607,7.39,445.72,19,54,1468,11.36,1,1,139.36,139.36,3.63,0,3,0.6582
2025-01-13,1099,Centro,Enterprise,Orgánico,Mobile,50,54187.64,0,24.0,565,7.77,265.16,13,36,508,13.82,0,0,74.95,0.0,2.23,1,3,0.8079
2025-01-13,1102,Norte,Enterprise,Paid Search,Mobile,55,55762.76,0,27.17,640,6.56,461.54,16,49,1691,17.99,0,0,100.65,0.0,3.71,1,2,0.7926
2025-01-13,1113,Centro,Enterprise,Orgánico,Desktop,39,25539.51,0,25.05,581,7.54,241.58,10,33,794,5.27,1,1,57.22,57.22,4.77,1,3,0.8271
2025-01-13,1218,Centro,SMB,Orgánico,Mobile,30,21223.48,0,25.44,667,7.31,90.41,5,9,83,31.09,0,0,92.15,0.0,4.72,0,4,0.5683
2025-01-13,1228,Sur,Enterprise,Paid Search,Mobile,38,55845.36,0,28.07,629,6.47,495.31,26,74,1946,12.51,0,0,38.09,0.0,3.42,0,3,0.6663
2025-01-13,1277,Occidente,SMB,Orgánico,Desktop,35,27195.74,0,28.63,659,6.65,19.9,3,11,170,11.16,0,0,73.39,0.0,3.31,1,3,0.7655
2025-01-13,1390,Occidente,Enterprise,Social,Mobile,27,23419.93,1,25.65,631,7.89,298.23,14,44,1100,10.08,0,0,152.21,0.0,2.43,0,4,0.316
2025-01-13,1404,Occidente,Enterprise,Email,Mobile,24,55325.52,0,29.37,641,10.08,325.6,14,57,492,8.46,0,0,100.46,0.0,2.89,0,3,0.6623
2025-01-13,1407,Centro,SMB,Orgánico,Mobile,38,46233.76,0,29.6,659,8.73,0.0,1,1,20,16.61,0,0,116.59,0.0,2.6,0,3,0.6492
2025-01-13,1465,Oriente,Enterprise,Orgánico,Mobile,49,34489.29,1,24.58,672,8.36,254.58,16,37,981,14.85,0,0,180.78,0.0,2.44,0,3,0.6517
2025-01-13,1592,Centro,SMB,Paid Search,Mobile,23,24066.69,0,23.5,572,6.1,160.31,16,68,1277,8.95,0,0,49.18,0.0,4.21,0,4,0.7051
2025-01-13,1602,Oriente,SMB,Paid Search,Mobile,25,40029.84,0,27.1,577,10.5,104.47,12,28,779,14.4,0,0,108.48,0.0,5.31,0,3,0.8057
2025-01-13,1623,Oriente,SMB,Orgánico,Mobile,37,61672.8,0,24.12,654,6.5,74.48,4,14,391,12.43,0,0,58.87,0.0,2.36,0,2,0.8363
2025-01-13,1664,Oriente,SMB,Paid Search,Mobile,26,44724.87,0,28.69,681,9.35,54.65,2,4,181,15.01,0,0,81.46,0.0,2.24,0,3,0.7319
2025-01-13,1707,Sur,Enterprise,Social,Desktop,32,40450.76,0,25.46,599,8.26,411.73,15,50,1490,26.18,0,0,70.19,0.0,1.77,1,3,0.8086
2025-01-13,1717,Centro,SMB,Social,Mobile,32,28553.19,0,23.77,559,7.61,75.38,5,11,187,1.85,0,0,53.91,0.0,2.08,0,3,0.6858
2025-01-13,1798,Occidente,SMB,Orgánico,Mobile,45,50701.89,0,25.19,582,8.52,45.88,7,26,440,12.45,0,0,100.34,0.0,2.85,0,4,0.4805
2025-01-13,1808,Sur,SMB,Orgánico,Desktop,38,28638.58,0,24.74,669,8.35,47.69,7,19,581,15.54,0,0,45.11,0.0,4.39,0,3,0.6734
2025-01-13,1828,Occidente,Enterprise,Orgánico,Mobile,23,47466.5,0,28.39,646,9.95,165.52,15,31,515,0.0,1,1,138.17,138.17,5.51,2,2,0.9496
2025-01-13,1859,Oriente,SMB,Orgánico,Desktop,31,13407.13,0,26.24,585,6.93,0.35,0,1,53,12.14,0,0,100.43,0.0,5.59,0,3,0.8035
2025-01-13,1876,Sur,SMB,Social,Desktop,42,33191.15,0,27.23,655,5.2,85.13,7,19,602,16.33,0,0,80.64,0.0,4.44,1,3,0.6933
2025-01-13,1885,Sur,SMB,Orgánico,Mobile,48,38584.99,1,26.22,635,6.74,136.9,15,59,1202,15.82,0,0,129.71,0.0,4.09,1,3,0.7329
2025-01-13,1890,Norte,SMB,Orgánico,Mobile,27,23185.42,0,25.89,628,7.15,5.24,4,14,310,1.55,0,0,67.94,0.0,2.68,1,4,0.5396
2025-01-13,1906,Centro,Enterprise,Orgánico,Mobile,30,40046.33,0,26.65,710,6.98,255.36,19,61,1766,5.03,0,0,79.43,0.0,5.72,0,3,0.8248
2025-01-13,1909,Centro,SMB,Paid Search,Desktop,21,41626.21,0,24.77,562,8.4,124.04,11,50,1201,4.45,0,0,39.07,0.0,3.11,1,3,0.8648
2025-01-13,1918,Centro,SMB,Social,Desktop,28,36994.03,0,25.02,595,6.57,98.26,14,45,1617,11.3,0,0,117.33,0.0,3.31,1,3,0.7462
2025-01-13,1932,Oriente,SMB,Paid Search,Mobile,56,52833.62,0,25.09,530,8.32,139.29,11,44,984,10.25,0,0,99.02,0.0,4.06,0,3,0.7358
2025-01-13,1959,Centro,Enterprise,Orgánico,Desktop,43,21230.9,0,25.08,542,7.02,265.49,22,102,3516,18.38,1,1,45.75,45.75,1.74,1,3,0.7149
2025-01-13,1964,Oriente,SMB,Paid Search,Mobile,31,41369.54,0,24.78,623,7.83,169.39,10,28,691,9.7,0,0,79.36,0.0,3.18,0,3,0.8006
2025-01-13,1967,Oriente,SMB,Orgánico,Desktop,43,39693.49,0,25.45,617,8.51,36.63,4,12,501,7.73,0,0,68.91,0.0,6.12,0,3,0.7874
2025-01-13,1994,Centro,SMB,Referidos,Mobile,33,54458.04,0,26.28,574,7.6,81.08,8,27,1129,11.82,0,0,81.82,0.0,3.07,1,3,0.7749
2025-01-20,25,Sur,Enterprise,Email,Desktop,31,32106.28,0,28.23,622,7.34,279.73,17,54,1419,21.35,0,0,54.27,0.0,0.71,0,4,0.3659
2025-01-20,63,Norte,SMB,Orgánico,Mobile,20,82262.87,1,27.26,648,9.64,56.48,3,6,111,20.47,0,0,95.58,0.0,2.61,0,3,0.824
2025-01-20,114,Norte,Enterprise,Paid Search,Tablet,44,86115.57,0,24.45,555,7.2,515.52,17,62,1429,13.37,0,0,40.85,0.0,3.26,0,3,0.6017
2025-01-20,160,Centro,SMB,Social,Mobile,28,37357.71,0,26.81,654,8.51,59.82,8,22,726,12.64,0,0,112.95,0.0,2.41,2,3,0.791
2025-01-20,191,Sur,SMB,Social,Mobile,19,26070.46,0,30.33,749,6.66,116.9,11,46,1451,0.0,0,0,38.12,0.0,2.39,0,4,0.5431
2025-01-20,266,Centro,SMB,Paid Search,Mobile,42,46488.34,1,26.03,593,8.58,114.95,11,28,1060,4.49,0,0,149.42,0.0,2.21,1,4,0.5145
2025-01-20,293,Sur,Enterprise,Paid Search,Mobile,31,21262.27,0,26.53,669,7.36,380.6,18,60,1499,22.32,1,1,48.6,48.6,2.6,0,4,0.4225
2025-01-20,351,Occidente,Enterprise,Paid Search,Desktop,18,39462.52,1,27.33,678,9.77,416.59,25,67,1935,18.28,0,0,86.37,0.0,1.78,2,4,0.5819
2025-01-20,381,Oriente,SMB,Orgánico,Mobile,38,21545.11,0,24.59,601,6.28,78.37,8,30,890,23.24,0,0,93.81,0.0,4.27,1,2,0.9257
2025-01-20,434,Centro,Enterprise,Orgánico,Mobile,28,38350.68,0,25.86,606,10.29,176.92,13,33,996,21.77,0,0,133.7,0.0,3.21,2,2,0.8876
2025-01-20,456,Occidente,Enterprise,Social,Desktop,36,24116.6,0,27.58,600,7.37,369.52,22,79,1519,10.73,0,0,101.67,0.0,3.95,0,3,0.6732
2025-01-20,468,Oriente,SMB,Orgánico,Mobile,20,28313.1,0,22.74,508,8.18,53.99,4,9,288,34.86,0,0,49.84,0.0,3.89,0,3,0.6763
2025-01-20,483,Centro,SMB,Referidos,Desktop,38,19537.94,0,24.6,557,8.17,27.92,5,16,476,20.86,0,0,43.42,0.0,2.32,0,3,0.6936
